sku,codigo_fornecedor,descricao,ativo,marca,categoria
AUGC043,GC5058,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC044,GC5060,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC045,GC5063,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC046,GC5064,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC047,GC5065,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC028,GC5034,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC048,GC5067,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC027,GC5031,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC025,GC5029,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC006,GC5005,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC007,GC5009,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC008,GC5010,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC009,GC5011,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC010,GC5012,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC011,GC5013,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC012,GC5015,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC013,GC5016,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC014,GC5017,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC015,GC5018,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC016,GC5019,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC017,GC5020,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC018,GC5021,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC019,GC5022,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC020,GC5024,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC021,GC5025,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC022,GC5026,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC023,GC5027,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC024,GC5028,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC026,GC5030,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC049,GC5069,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC050,GC5070,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC051,GC5071,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC076,GC5032,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC077,GC5033,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC078,GC5035,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC079,GC5042,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC080,GC5047,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC081,GC5049,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC082,GC5051,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC083,GC5052,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC084,GC5053,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC085,GC5054,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC086,GC5056,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC087,GC5059,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC088,GC5061,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC089,GC5062,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC090,GC5068,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC091,GC5073,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC092,GC5077,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC093,GC5078,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC094,GC5079,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC075,GC5023,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC074,GC5014,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC073,GC5008,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC072,GC5007,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC052,GC5072,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC053,GC5074,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC054,GC5075,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC055,GC5076,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC056,GC5081,Gauss Cabo de Ignição,nao,gauss,cabo de ignição
AUGC057,GC5082,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC058,GC5083,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC059,GC5084,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC060,GC5085,Gauss Cabo de Ignição,nao,gauss,cabo de ignição
AUGC005,GC5004,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC061,GC5087,Gauss Cabo de Ignição,nao,gauss,cabo de ignição
AUGC063,GC5091,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC064,GC5092,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC065,GC5094,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC066,GC5095,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC067,GC5096,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC068,GC5097,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC069,GC5098,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC070,GC5066,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC071,GC5006,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC062,GC5089,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC004,GC5003,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC003,GC5002,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGC002,GC5001,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGB043,GI9822,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB044,GI9835,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB045,GI9888,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB046,GI9892,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB047,GI9905,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB048,GI9925,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB049,GI9930,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB050,GI9966,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB051,GI9979,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB052,GI9210,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB053,GI9006,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB054,GI9024,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB055,GI9026,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB056,GI9041,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB057,GI9110,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB058,GI9114,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB059,GI9115,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB060,GI9119,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB061,GI9153,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB042,GI9821,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB041,GI9812,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB040,GI9698,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB039,GI9500,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB019,GI9092,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB020,GI9096,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB021,GI9099,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB022,GI9101,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB023,GI9106,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB024,GI9117,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB025,GI9127,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB026,GI9131,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB027,GI9151,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB062,GI9168,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB028,GI9157,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB030,GI9173,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB031,GI9211,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB032,GI9212,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB033,GI9214,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB034,GI9218,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB035,GI9228,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB036,GI9231,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB037,GI9281,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB038,GI9286,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB029,GI9160,Gauss Bico Injetor,sim,gauss,bico injetor
AUFA107,160192,Arteb Farol,nao,arteb,farol
AUGB063,GI9179,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB065,GI9845,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB090,GI9191,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB091,GI9225,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB092,GI9252,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB093,GI9269,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB094,GI9274,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB095,GI9298,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB096,GI9357,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB097,GI9414,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB098,GI9436,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB099,GI9450,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB100,GI9518,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB101,GI9523,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB102,GI9534,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB103,GI9820,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB104,GI9593,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB105,GI9276,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB106,GI9502,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB107,GI9504,Gauss Bico Injetor,sim,gauss,bico injetor
AUGC001,GC5000,Gauss Cabo de Ignição,sim,gauss,cabo de ignição
AUGB089,GI9176,Gauss Bico Injetor,nao,gauss,bico injetor
AUGB088,GI9174,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB087,GI9170,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB086,GI9164,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB066,GI9929,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB067,GI9064,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB068,GI9403,Gauss Bico Injetor,nao,gauss,bico injetor
AUGB069,GI9000,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB070,GI9002,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB071,GI9020,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB072,GI9034,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB073,GI9038,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB074,GI9040,Gauss Bico Injetor,nao,gauss,bico injetor
AUGB064,GI9680,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB075,GI9044,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB077,GI9065,Gauss Bico Injetor,nao,gauss,bico injetor
AUGB078,GI9111,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB079,GI9113,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB080,GI9116,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB081,GI9118,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB082,GI9143,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB083,GI9144,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB084,GI9152,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB085,GI9158,Gauss Bico Injetor,sim,gauss,bico injetor
AUGB076,GI9047,Gauss Bico Injetor,sim,gauss,bico injetor
AUFA106,160813,Arteb Farol,sim,arteb,farol
AUFA105,160814,Arteb Farol,sim,arteb,farol
AUFA104,160701,Arteb Farol,sim,arteb,farol
AUCN097,SCG102,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN098,SCS01,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN099,SCT56,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN100,SCT57,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN101,SCT55,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN102,SCT03,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN103,SCT58,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN104,SCR10,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN105,SCN08,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN106,SCR09,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN107,SCH02,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN108,STV40,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN109,SCG80,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN110,SCT52,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN111,STV10,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN112,STV19,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN113,SCG01,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN114,SCG69,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN115,SCR07,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN096,SCG77,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN116,SCR11,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN095,SCF32,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN093,SCF24,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN074,SCF01,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN075,SCF11,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN076,SCT41,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN077,SCT49,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN078,STV04,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN079,STF26,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN080,SCF03,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN081,STF25,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN082,STV06,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN083,SCP02,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN084,SCF25,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN085,SCF35,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN086,SCR16,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN087,SCR13,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN088,STV38,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN089,SCT63,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN090,SCT60,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN091,STV07,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN092,SCF26,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN094,SCF12,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN117,SCR12,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN118,SCS02,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN119,SCS03,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUDF014,BD9048,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF015,BD1240,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF016,BD5170,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF017,BD1700,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF018,BD1704,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF019,BD1705,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF020,BD2911,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF021,BD0113,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF022,BD4707,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF023,BD3547,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF024,BD3545,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF025,BD2100,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF026,BD9000,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF027,BD1063,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF028,BD1064,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF029,BD1559,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF030,BD2914,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF031,BD5312,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF032,BD1815,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF013,BD4698,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF012,BD2021,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF011,BD5618,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF010,BD5615,Fremax Disco de Freio,sim,fremax,disco de freio
AUCN120,STV36,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCS001,F607800,Carto Chave Seta,sim,carto,chave seta
AUCS002,V306900,Carto Chave Seta,sim,carto,chave seta
AUCS003,F210400,Carto Chave Seta,sim,carto,chave seta
AUCS004,F211000,Carto Chave Seta,sim,carto,chave seta
AUCS005,F214600,Carto Chave Seta,sim,carto,chave seta
AUCS006,F215300,Carto Chave Seta,sim,carto,chave seta
AUCS007,F216900,Carto Chave Seta,sim,carto,chave seta
AUCS008,V326600,Carto Chave Seta,sim,carto,chave seta
AUCN073,SCG66,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCS009,V360700,Carto Chave Seta,sim,carto,chave seta
AUDF001,BD1650,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF002,BD1440,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF003,BD0356,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF004,BD5056,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF005,BD6382,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF006,BD4844,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF007,BD9060,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF008,BD4644,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF009,BD5602,Fremax Disco de Freio,sim,fremax,disco de freio
AUCS010,V360800,Carto Chave Seta,sim,carto,chave seta
AUCN072,STV43,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN071,SCH01,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN070,STV27,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN004,SCG64,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN005,SCG76,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN006,STF27,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN007,SCG74,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN008,SCG73,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN009,SCG90,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN010,SCG81,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN011,SCT08,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN012,SCG75,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN013,SCG79,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN014,SCG63,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN015,SCG62,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN016,SCK01,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN017,SCW04,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN018,SCT02,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN019,SCT66,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN020,SCT67,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN021,SCF23,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN022,STV08,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN003,SCT04,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN002,STV12,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN001,STV13,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCM057,CP20R6413,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM037,RTVC97BRANCO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM038,RTVC9796BRANCO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM039,RTVC96PRATA,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM040,RTVC97PRATA,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM041,RTVC9796PRATA,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM042,RTVC96VERMELHO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM043,RTVC97VERMELHO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM044,RTVC9796VERMELHO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM045,RWTC42BDO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCN023,SCT64,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCM046,RGSC80PRIMER,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM048,RGSC81BRANCO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM049,RGSC81CHUMBO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM050,RGSC81PRETO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM051,RGSC80PRETO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM052,RGSC81VERMELHO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM053,RGSC80prata,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM054,RGSC80BRANCO,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM055,SKU LIVRE,Metagal Nenhum,sim,hikari ferramentas,nenhum
AUCM056,CP20R6513,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUCM047,RGSC81PRIMER,Metagal Capa Retrovisor,sim,hikari ferramentas,capa retrovisor
AUDF033,BD4009,Fremax Disco de Freio,sim,fremax,disco de freio
AUCN024,SCF30,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN026,SCT06,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN051,SCC01,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN052,SCG101,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN053,SCG67,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN054,SCG71,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN055,SCT54,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN056,SCT09,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN057,SCF29,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN058,STV20,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN059,STV22,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN060,STV30,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN061,STV25,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN062,SCR08,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN063,SCT47,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN064,SCG78,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN065,SCG72,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN066,STF22,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN067,STV42,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN068,SCN02,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN069,SCN03,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN050,SCG65,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN049,STV05,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN048,STV23,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN047,SCG61,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN027,SCT44,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN028,SCT45,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN029,SCT46,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN030,SCT53,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN031,SCF10,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN032,STV02,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN033,STV01,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN034,STV03,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN035,STF28,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN025,SCT42,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN036,STV09,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN038,STV21,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN039,STV26,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN040,STV28,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN041,STV24,NGK Cabo de Ignição,sim,ngk,cabo de ignição
AUCN042,STV17,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN043,STV11,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN044,STV18,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN045,STV32,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN046,SCT65,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUCN037,STV16,NGK Cabo de Ignição,nao,ngk,cabo de ignição
AUGS685,GS8348,Gauss Sensor de rotação,sim,gauss,sensor de rotação
AUDF034,BD4022,Fremax Disco de Freio,sim,fremax,disco de freio
AUDF036,BD5211,Fremax Disco de Freio,sim,fremax,disco de freio
AUFA038,160829,Arteb Farol,sim,arteb,farol
AUFA039,160832,Arteb Farol,sim,arteb,farol
AUFA040,160831,Arteb Farol,sim,arteb,farol
AUFA041,160618,Arteb Farol,nao,arteb,farol
AUFA042,160617,Arteb Farol,sim,arteb,farol
