"SKU","ESTOQUE","ItmsGrpCod","GrupoItens","U_G2W_Subgrupo","Descr","FirmCode","FirmName","CodeBars","DEP_PRINCIPAL","NcmCode","U_G2W_FonteProd","FONTE","GRUPO_MATERIAS","CURVA","SuppCatNum"
ET127,0.000000,136,VSR,"157",CDI,18,Laquila,"7899248103207","04","8511.90.00","2","2",2,C,
ET128,0.000000,136,VSR,"157",CDI,18,Laquila,"7899248103214","04","8511.90.00","2","2",2,C,
FO120,0.000000,136,VSR,"038",Freio,18,Laquila,"7899248171916","04","8714.94.90","2","2",2,C,
MR830,0.000000,136,VSR,"203",Kit Cilindro,18,Laquila,"7909201000877","04","8409.91.12","2","2",2,C,
MR833,0.000000,136,VSR,"203",Kit Cilindro,18,Laquila,"7899248163379","04","8409.91.12","2","2",2,C,
GA112,0.000000,136,VSR,"132",Boia do tanque,18,Laquila,"7899248104976","04","9026.10.29","2","2",2,C,
AULO002,0.000000,143,Autparts,"001",Nenhum,4,Osram,,,"8539.21.10","2","2",2,C,H15CB
AUCN064,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,SCG78
PR116,0.000000,136,VSR,"064",Protetores,18,Laquila,"7899248144156","04","8714.10.00","2","2",2,C,
AUCN065,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,SCG72
AULO005,0.000000,143,Autparts,"207",Lâmpada do farol,4,Osram,,,"8539.21.10","2","2",2,A,"9005CBI"
AUCN066,0.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,STF22
AUPO099,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","0","0",1,C,"0986BB0159"
AUSB097,0.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"3165141816259",,"9027.10.00","2","2",2,B,"258006190"
AUPO025,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025605144",,"8708.30.19","0","0",1,C,"0986BB0325"
AURB011,0.000000,143,Autparts,"100",Regulador de Pressão,5,Bosch,"7891009336039",,"8481.10.00","5","5",1,C,F000DR0208
AUSB049,0.000000,143,Autparts,"104",Sensor da temperatura Água,5,Bosch,"3165142838175",,"8533.40.11","7","7",2,C,"280130107"
AUPO027,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","0","0",1,C,"0986BB0157"
AURB013,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8481.10.00","0","0",-1,C,F000DR9001
AUAB014,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,5,Bosch,"4047024733350",,"8481.80.99","5","5",1,C,F00099M177
AUPC073,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,SKU LIVRE
AUPO028,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","0","0",1,C,"0986BB0266"
AURB014,0.000000,143,Autparts,"100",Regulador de Pressão,5,Bosch,"7891009275345",,"8481.10.00","5","5",1,C,F000DR0209
AULO007,0.000000,143,Autparts,"207",Lâmpada do farol,4,Osram,,,"8539.21.10","2","2",2,B,LA9006
LC138,0.000000,136,VSR,"145",Cabo do acelerador,18,Laquila,"7899248178083","04","8714.10.00","2","2",2,C,
LC349,0.000000,136,VSR,"144",Cabo de velocimetro,18,Laquila,"7899248162303","04","8714.10.00","2","2",2,C,
PM356,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248122994","04","8409.91.20","2","2",2,C,
MTGE095,0.000000,143,Autparts,"183",Escova,25,Gauss,"7899751930604",,"8511.90.00","2","2",-1,C,GM17009
CP894,0.000000,136,VSR,"006",Capacetes,18,Laquila,"8804269259306","04","6506.10.00","2","2",2,C,
PN222,0.000000,136,VSR,"004",Pneus,18,Laquila,"8019227101225","04","4011.40.00","2","5",1,C,
AUAB013,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,5,Bosch,"4047024733336",,"8481.80.99","5","5",1,C,F00099M100
AUGL045,0.000000,143,Autparts,"050",Lâmpadas,25,Gauss,"7898252654859",,"8539.29.10","2","2",-1,C,GL1141
PM198,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201017646","04","8409.91.20","2","2",2,C,
CP705,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201031116","04","6506.10.00","2","5",1,C,
CP706,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201031208","04","6506.10.00","2","5",1,C,
TM215,0.000000,136,VSR,"071",Transmissão,18,Laquila,"7909201022183","04","4016.99.90","2","2",2,C,
CP707,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7909201031215","04","6506.10.00","2","5",1,C,
PM239,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201020974","04","8409.91.20","2","2",2,C,
AUSB165,0.000000,143,Autparts,"108",Sensor de rotação,5,Bosch,"3165142962559",,"8543.20.00","2","2",2,C,"261210188"
AUGB101,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7898252658680",,"8409.99.69","2","2",-1,C,GI9523
AUSB167,0.000000,143,Autparts,"108",Sensor de rotação,5,Bosch,"3165143351468",,"8543.20.00","2","2",2,C,"261210207"
PM197,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201017639","04","8409.91.20","2","2",2,C,
AUPC117,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"8708.30.19","2","2",2,C,F03B076502
LU261,0.000000,136,VSR,"051",Luvas,18,Laquila,"7909201032625","04","4203.29.00","2","2",2,C,
PM123,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248164772","04","8409.91.20","2","2",2,C,
CP822,0.000000,136,VSR,"006",Capacetes,18,Laquila,"8804269263938","04","6506.10.00","2","2",2,C,
CP004,0.000000,136,VSR,"006",Capacetes,18,Laquila,"7899248148741","04","6506.10.00","2","5",1,C,
AUSB166,0.000000,143,Autparts,"108",Sensor de rotação,5,Bosch,"3165143933978",,"8543.20.00","2","2",2,C,"261210199"
MTGE022,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751925266",,"9032.89.11","2","2",-1,B,GM10022
AULO004,8.000000,143,Autparts,"207",Lâmpada do farol,4,Osram,,,"8539.21.10","2","2",2,C,LA9005
AUCN062,1.000000,143,Autparts,"078",Cabo de Ignição,8,NGK,,,"8544.30.00","5","5",1,C,SCR08
AULD009,1.000000,143,Autparts,"207",Lâmpada do farol,2,Daylux,"7898634130445",,"8539.21.10","1","1",2,C,DAYLUX SB-HB3
AUVB058,1.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047024292758",,"8511.10.00","5","5",1,C,F000KE0P36
AUPV035,2.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT13S
AURM199,13.000000,143,Autparts,"090",Retrovisor,10,Metagal,,,"7009.10.00","0","0",1,A,RTUE52CR
AUPV037,1.000000,143,Autparts,"282",Palheta Traseira,16,Vetor,,,"8512.90.00","2","2",2,C,PVT14K
AUFA132,0.000000,143,Autparts,"114",Farol de Milha,14,Arteb,"7896482536990",,"8512.20.11","5","5",1,C,"160552"
AULD010,2.000000,143,Autparts,"207",Lâmpada do farol,2,Daylux,"7898634130438",,"8539.21.10","1","1",2,C,DAYLUX HB3 (PAR)
AURB015,0.000000,143,Autparts,"100",Regulador de Pressão,5,Bosch,"4047024206908",,"8481.10.00","5","5",1,A,F000DR9002
AUPA033,4.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790286",,"8512.90.00","2","2",2,C,PC19
AUCM054,1.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,RGSC80BRANCO
AUCM056,2.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,CP20R6513
AUVB102,2.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"4047025725149",,"8511.10.00","5","5",-1,C,F000KE0P52
AUCM057,1.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,CP20R6413
ET104,1.000000,136,VSR,"198",Injeção Eletrônica,18,Laquila,"7909201021483","04","8409.91.40","2","2",2,C,
MR831,1.000000,136,VSR,"203",Kit Cilindro,18,Laquila,"7909201022275","04","8409.91.12","2","2",2,C,
AUGS008,1.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926096",,"9031.80.99","2","2",-1,C,GS2030
AUGS009,1.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926089",,"9031.80.99","2","2",-1,C,GS2031
SU127,0.000000,136,VSR,"069",Suspensão,18,Laquila,"7899248153813","04","8714.10.00","2","2",2,C,
AUVB059,4.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"7891009323305",,"8511.10.00","0","0",-1,A,F000KE0P02
LM113,1.000000,136,VSR,"207",Lâmpada do farol,18,Laquila,"8727900378689","04","8539.21.10","2","2",2,B,
AUGA013,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7899751907460",,"8481.80.99","2","2",-1,C,GS6269
AUGB021,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7898252658550",,"8409.99.69","2","2",2,C,GI9099
AUGC006,1.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7898541348889",,"8544.30.00","2","2",2,C,GC5005
AUGS043,0.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926447",,"9031.80.99","2","2",-1,B,GS2963
AUGA014,1.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7898541344409",,"8481.80.99","2","2",-1,C,GS6300
AUGB022,1.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7898252658567",,"8409.99.69","2","2",2,C,GI9101
AUGS111,0.000000,143,Autparts,"275",Sensor velocidade,25,Gauss,"7899751928656",,"8543.20.00","2","2",-1,C,GS1227
AUGS137,0.000000,143,Autparts,"105",Sensor de Detonação,25,Gauss,"7898541344171",,"9031.80.99","2","2",-1,C,GS5079
AUGC007,0.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7898541345864",,"8544.30.00","2","2",2,C,GC5009
AUGB023,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751925457",,"8409.99.69","2","2",2,C,GI9106
AUGS138,0.000000,143,Autparts,"105",Sensor de Detonação,25,Gauss,"7898541344188",,"9031.80.99","2","2",-1,C,GS5095
AUGC008,4.000000,143,Autparts,"078",Cabo de Ignição,25,Gauss,"7898541345871",,"8544.30.00","2","2",-1,B,GC5010
AUGS161,0.000000,143,Autparts,"106",Sensor de Fase,25,Gauss,"7899751912648",,"9031.80.99","2","2",-1,C,GS9052
AUGA016,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7898541344423",,"8481.80.99","2","2",-1,C,GS6401
AUGB099,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751930307",,"8409.99.69","2","2",-1,C,GI9450
AUGS046,0.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926454",,"9031.80.99","2","2",-1,C,GS2966
AUGA017,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7898541344430",,"8481.80.99","2","2",-1,C,GS6500
AUGB025,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7898252658604",,"8409.99.69","2","2",2,B,GI9127
AUGS114,0.000000,143,Autparts,"275",Sensor velocidade,25,Gauss,"7899751918893",,"8543.20.00","2","2",-1,C,GS1249
AUGS047,0.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926461",,"9031.80.99","2","2",-1,C,GS2967
AUGB026,9.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7898252658611",,"8409.99.69","2","2",2,C,GI9131
AUGS115,0.000000,143,Autparts,"275",Sensor velocidade,25,Gauss,"7899751907804",,"8543.20.00","2","2",-1,C,GS1283
AUPD024,2.000000,143,Autparts,"073",Palheta,6,Dyna,"7891100352006",,"8512.90.00","0","0",1,C,S520
AUGS048,0.000000,143,Autparts,"272",Sensor ABS,25,Gauss,"7899751926478",,"9031.80.99","2","2",-1,C,GS2970
AUGB027,0.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751920513",,"8409.99.69","2","2",2,C,GI9151
AUGS532,1.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7898541342887",,"8504.40.21","5","5",-1,B,GA1742
AUGS650,0.000000,143,Autparts,"108",Sensor de rotação,25,Gauss,"7899751920018",,"9029.10.90","2","2",-1,C,GS8047
AUGS651,0.000000,143,Autparts,"108",Sensor de rotação,25,Gauss,"7899751906852",,"9029.10.90","2","2",-1,C,GS8050
AUGS652,0.000000,143,Autparts,"108",Sensor de rotação,25,Gauss,"7899751926607",,"9029.10.90","2","2",-1,A,GS8082
AUGR011,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751907620",,"9032.89.11","5","5",2,B,GA419
AUGI129,0.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7899751911634",,"8511.30.20","2","2",-1,C,GC4248
AUGS653,0.000000,143,Autparts,"108",Sensor de rotação,25,Gauss,"7899751926621",,"9029.10.90","2","2",-1,C,GS8099
AUGR012,1.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751919128",,"9032.89.11","5","5",-1,C,GA601
AUGS258,0.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7898541341668",,"8504.40.21","5","5",-1,C,GA1135
AUGS492,0.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7899751907712",,"8504.40.21","5","5",-1,C,GA1596
AUGR013,1.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7898252650516",,"9032.89.11","5","5",2,C,GA705
AUGS301,0.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7899751929721",,"8504.40.21","5","5",-1,C,GA1264
AUGI011,1.000000,143,Autparts,"113",Bobina de Ignição,25,Gauss,"7898252658291",,"8511.30.20","2","2",-1,C,GC4221
AUGS538,1.000000,143,Autparts,"279",Placa de Diodos,25,Gauss,"7898541343136",,"8504.40.21","5","5",-1,C,GA1756
AUGS655,0.000000,143,Autparts,"108",Sensor de rotação,25,Gauss,"7899751920353",,"9029.10.90","2","2",-1,B,GS8145
AUGR014,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751928595",,"9032.89.11","5","5",2,C,GA766
MTGB035,0.000000,143,Autparts,"133",Bomba de combustível,25,Gauss,"7899751928670",,"8413.30.10","2","2",-1,A,GM14012
AUGS744,1.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7899751907170",,"8481.80.99","2","2",-1,C,GS6372
AUGS747,0.000000,143,Autparts,"081",Atuador de Marcha Lenta,25,Gauss,"7899751907217",,"8481.80.99","2","2",-1,B,GS6553
AUGR087,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7898252650851",,"9032.89.11","5","5",-1,C,GA126
AUSB135,0.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"7891009300153",,"9027.10.00","2","2",-1,C,"258005660"
MTGE085,0.000000,143,Autparts,"186",Estator,25,Gauss,"7899751929066",,"8511.90.00","2","2",-1,C,GM16027
MTGE086,0.000000,143,Autparts,"186",Estator,25,Gauss,"7899751929073",,"8511.90.00","2","2",-1,C,GM16028
AULA142,0.000000,143,Autparts,"049",Lanterna traseira,14,Arteb,,,"8512.20.22","0","0",1,C,"190385"
AUFA054,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482527158",,"8512.20.11","5","5",1,A,"160226"
AUFA055,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482527110",,"8512.20.11","5","5",1,B,"160224"
MTGE016,0.000000,143,Autparts,"264",Regulador voltagem,25,Gauss,"7899751911481",,"9032.89.11","2","2",-1,C,GM10016
AUFA056,0.000000,143,Autparts,"035",Farol,14,Arteb,"7896482531247",,"8512.20.11","5","5",1,C,"160265"
AUPR015,3.000000,143,Autparts,"172",Cubo Roda,46,PFI,"739210375980",,"8708.99.90","1","1",-1,C,PHU5014
MTGS008,0.000000,143,Autparts,"274",Sensor Oxigenio,25,Gauss,"7899751932783",,"9031.80.99","2","2",-1,C,GM19001
AUPR016,1.000000,143,Autparts,"172",Cubo Roda,46,PFI,"739210376345",,"8708.99.90","1","1",-1,A,PHU5052
CP978,0.000000,136,VSR,"006",Capacetes,18,Laquila,"8804269889602","04","6506.10.00","2","2",2,C,
FL184,0.000000,136,VSR,"190",Filtro de combustível,18,Laquila,"7909201023296","04","8421.29.90","2","2",2,C,
MTGS009,1.000000,143,Autparts,"274",Sensor Oxigenio,25,Gauss,"7899751932790",,"9031.80.99","2","2",-1,C,GM19003
LM116,0.000000,136,VSR,"207",Lâmpada do farol,18,Laquila,"8727900372144","04","8539.21.10","2","2",2,C,
MR567,0.000000,136,VSR,"129",Biela,18,Laquila,"7899248122321","04","8409.91.11","2","2",2,C,
MR778,0.000000,136,VSR,"193",Flange,18,Laquila,"7909201022107","04","8484.90.00","2","0",2,C,
EM133,0.000000,136,VSR,"174",Disco de embreagem,18,Laquila,"7899248164185","04","8714.10.00","2","2",2,C,
AUPR019,0.000000,143,Autparts,"172",Cubo Roda,46,PFI,"739210377137",,"8708.99.90","1","1",-1,B,PHU53306
EM202,0.000000,136,VSR,"031",Embreagem,18,Laquila,"7909201019213","04","8714.10.00","2","2",2,B,
AUBO004,0.000000,143,Autparts,"113",Bobina de Ignição,5,Bosch,"7891009008578",,"8511.30.20","0","0",-1,C,"9220081067"
EM203,0.000000,136,VSR,"031",Embreagem,18,Laquila,"7909201024989","04","8714.10.00","2","2",2,B,
MTGS010,0.000000,143,Autparts,"274",Sensor Oxigenio,25,Gauss,"7899751933087",,"9031.80.99","2","2",-1,B,GM19002
PM511,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248127142","04","8409.91.20","2","2",2,C,
EM136,0.000000,136,VSR,"174",Disco de embreagem,18,Laquila,"7899248133297","04","8714.10.00","2","2",2,B,
EM204,0.000000,136,VSR,"031",Embreagem,18,Laquila,"7909201019473","04","8714.10.00","2","2",2,C,
FL110,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7909201000228","04","8421.31.00","2","2",2,C,
FL160,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7891455566912","04","8421.99.99","2","0",2,C,
MR609,0.000000,136,VSR,"129",Biela,18,Laquila,"7899248180901","04","8409.91.11","2","2",2,B,
MR566,0.000000,136,VSR,"129",Biela,18,Laquila,"7899248141698","04","8409.91.11","2","2",2,C,
RO103,0.000000,136,VSR,"149",Caixa de direção,18,Laquila,"7899248100237","04","8714.10.00","2","2",2,C,
FL186,0.000000,136,VSR,"190",Filtro de combustível,18,Laquila,"7899248158672","04","8421.29.90","2","2",2,C,
LU110,0.000000,136,VSR,"051",Luvas,18,Laquila,"7899248144507","04","6216.00.00","2","2",2,C,
RO106,0.000000,136,VSR,"149",Caixa de direção,18,Laquila,"7899248117327","04","8714.10.00","2","2",2,C,
MR450,0.000000,136,VSR,"123",Anéis para pistão,18,Laquila,"7899248153677","04","8409.91.16","2","2",2,B,
FL112,0.000000,136,VSR,"189",Filtro de ar,18,Laquila,"7899248104419","04","8421.31.00","2","2",2,C,
TA105,0.000000,136,VSR,"070",Tampas,18,Laquila,"7899248191686","04","8714.10.00","2","2",2,C,
AUBB014,0.000000,143,Autparts,"133",Bomba de combustível,5,Bosch,"4047024736924",,"8413.30.10","0","0",-1,B,F000TE159A
AUBB015,0.000000,143,Autparts,"133",Bomba de combustível,5,Bosch,"4047024315969",,"8413.30.10","5","5",1,C,F000TE145J
AUCM020,0.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,RWTC43BORDO
AUCB077,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"4047024684010",,"8544.30.00","0","0",1,C,F00099C134
AULM004,0.000000,143,Autparts,"088",Lente,10,Metagal,,,"3926.90.90","0","0",1,C,RPTM50
AUBO005,0.000000,143,Autparts,"113",Bobina de Ignição,5,Bosch,"7891009337753",,"8511.30.20","2","2",2,C,F000ZS0212
AUCB005,0.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"7891009356174",,"8544.30.00","0","0",1,C,F00099C126
AULM005,0.000000,143,Autparts,"088",Lente,10,Metagal,,,"3926.90.90","0","0",1,C,RPTM51
AUPO063,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025400459",,"8708.30.19","2","2",1,C,"0986BB0772"
AUPO108,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","2","2",-1,C,"0986BB0179"
AUVN001,0.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,C,BPR7EIX
AUPO109,0.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,"4047025605113",,"8708.30.19","0","0",1,C,"0986BB0725"
AUPC061,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024499089",,"8708.30.19","2","2",2,C,F03B050134
AUVN002,0.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,B,BPR5EIX
AUPC062,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024697911",,"8708.30.19","2","2",2,C,F03B050136
AUPD096,0.000000,143,Autparts,"073",Palheta,6,Dyna,,,"8512.90.00","0","0",1,C,DX23
AUSB132,0.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"4047025116084",,"9027.10.00","2","2",2,C,"258010246"
AUVN003,0.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,C,BKR6EIX
AUSB065,0.000000,143,Autparts,"110",Sensor de pressão coletor,5,Bosch,"3165143180693",,"8708.99.90","2","2",2,C,"261230058"
JQ388,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201019411","04","6210.40.00","2","2",2,C,
AUSB134,0.000000,143,Autparts,"112",Sonda Lambda,5,Bosch,"4047025116091",,"9027.10.00","2","2",2,C,"258017319"
JQ389,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201019428","04","6210.40.00","2","2",2,C,
AUPC065,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024697997",,"8708.30.19","2","2",2,C,F03B050154
AUVN006,0.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,C,BKR5EIX11
JQ385,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201019404","04","6210.40.00","2","2",2,C,
PM509,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248127036","04","8409.91.20","2","2",2,C,
JQ386,0.000000,136,VSR,"003",Jaquetas,18,Laquila,"7909201019398","04","6210.40.00","2","2",2,C,
LC247,0.000000,136,VSR,"142",Cabo de embreagem,18,Laquila,"7899248158696","04","8714.10.00","2","2",2,C,
PM466,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7899248164659","04","8409.91.20","2","2",2,C,
LC248,0.000000,136,VSR,"142",Cabo de embreagem,18,Laquila,"7899248113909","04","8714.10.00","2","2",2,C,
LC249,0.000000,136,VSR,"142",Cabo de embreagem,18,Laquila,"7899248111912","04","8714.10.00","2","2",2,C,
MTGE089,0.000000,143,Autparts,"183",Escova,25,Gauss,"7899751929158",,"8511.90.00","5","5",-1,C,GM17003
TM253,0.000000,136,VSR,"205",Kit relação,18,Laquila,"7909201029069","04","8714.10.00","2","2",2,C,
PM510,0.000000,136,VSR,"204",Kit pistão,18,Laquila,"7909201025528","04","8409.91.20","2","2",2,C,
TM254,0.000000,136,VSR,"205",Kit relação,18,Laquila,"7909201024224","04","8714.10.00","2","2",2,C,
LC342,0.000000,136,VSR,"144",Cabo de velocimetro,18,Laquila,"7899248162686","04","8714.10.00","2","2",2,C,
AUPC105,0.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047026157079",,"8708.30.19","2","2",2,C,F03B050168
PA132,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248142503","04","8714.10.00","2","2",2,B,
AUSB180,0.000000,143,Autparts,"001",Nenhum,5,Bosch,,,"9026.20.90","2","2",2,C,"261230057"
PA133,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248167193","04","8714.10.00","2","2",2,C,
AUDV010,0.000000,143,Autparts,"207",Lâmpada do farol,-1,- Nenhum fabricante -,,,"8512.20.21","2","2",2,C,D3S
AUSB181,0.000000,143,Autparts,"106",Sensor de Fase,5,Bosch,"4047024837966",,"8543.20.00","2","2",2,C,F00099P402
IG179,0.000000,136,VSR,"258",Velas,18,Laquila,"7899248190610","04","8511.10.00","2","2",2,C,
PA134,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248167186","04","8714.10.00","2","2",2,C,
PA135,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248142473","04","8714.10.00","2","2",2,C,
PA136,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248141513","04","8714.10.00","2","2",2,C,
PA137,0.000000,136,VSR,"217",Painel de instrumentos,18,Laquila,"7899248179912","04","8714.10.00","2","2",2,C,
TR126,0.000000,136,VSR,"261",Travas de segurança,18,Laquila,"4003318725012","04","8301.40.00","2","2",2,C,
AUDV013,0.000000,143,Autparts,"084",Pastilha Orgânica,-1,- Nenhum fabricante -,,,"8708.30.19","5","5",1,C,PD42
AUVB051,0.000000,143,Autparts,"082",Vela de Ignição,5,Bosch,"7891009323435",,"8511.10.00","5","5",1,C,F000KE0P15
AUPL014,1.000000,143,Autparts,"282",Palheta Traseira,9,Valeo,,,"8512.90.00","2","2",2,C,C604
AUPO064,1.000000,143,Autparts,"084",Pastilha Orgânica,5,Bosch,,,"8708.30.19","2","2",1,C,"0986BB0280"
AUFB038,2.000000,143,Autparts,"189",Filtro de ar,5,Bosch,"7891009326573",,"8421.99.99","0","0",1,C,"986B02307"
AUVN004,1.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,C,BKR5EIX
AUCB079,5.000000,143,Autparts,"078",Cabo de Ignição,5,Bosch,"4047025189033",,"8544.30.00","0","0",1,C,F00099C599
AUCM023,2.000000,143,Autparts,"086",Capa Retrovisor,10,Metagal,,,"3926.90.90","0","0",1,C,RWTC46CHUMBO
AUPC064,1.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,"4047024661554",,"8708.30.19","2","2",2,C,F03B050153
AUVN005,1.000000,143,Autparts,"082",Vela de Ignição,8,NGK,,,"8511.10.00","2","2",2,B,BPR6EIX
AUPA072,9.000000,143,Autparts,"073",Palheta,1,Auto Impact,"7899766790644",,"8512.90.00","2","2",2,C,PG21
AUGB096,4.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921732",,"8409.99.69","2","2",-1,C,GI9357
AUPC106,1.000000,143,Autparts,"097",Pastilha Cerâmica,5,Bosch,,,"8708.30.19","2","2",2,C,F03B050172
AUGB024,9.000000,143,Autparts,"080",Bico Injetor,25,Gauss,"7899751921619",,"8409.99.69","2","2",2,C,GI9117
AUFA148,0.000000,143,Autparts,"014",Bolha,14,Arteb,"7896482545114",,"8512.20.11","5","5",1,C,"160749"
AULM052,5.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RTVM09
AULM053,5.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RTXM13
AULM054,7.000000,143,Autparts,"088",Lente,10,Metagal,,,"7009.10.00","0","0",-1,C,RTXM14
AUSB067,0.000000,143,Autparts,"110",Sensor de pressão coletor,5,Bosch,"3165143307601",,"8708.99.90","5","5",2,C,"261230095"
