sku,vehicletype,desc,brandid,categoryid,codigo_fornecedor,ean,gtin
"AURM102","carro","Metagal Retrovisor","10","90","RJXE03CR","7009.10.00","7009.10.00"
"AURM103","carro","Metagal Retrovisor","10","90","RJXE01CE","7009.10.00","7009.10.00"
"AURM104","carro","Metagal Retrovisor","10","90","RJXE05CE","7009.10.00","7009.10.00"
"AURM105","carro","Metagal Retrovisor","10","90","RFAE40FX","7009.10.00","7009.10.00"
"AURM106","carro","Metagal Retrovisor","10","90","RFAE41FX","7009.10.00","7009.10.00"
"AURM107","carro","Metagal Retrovisor","10","90","RFAE29CE","7009.10.00","7009.10.00"
"AURM108","carro","Metagal Retrovisor","10","90","RFHE24CE","7009.10.00","7009.10.00"
"AURM109","carro","Metagal Retrovisor","10","90","RFHE22FX","7009.10.00","7009.10.00"
"AURM110","carro","Metagal Retrovisor","10","90","RFHE23CE","7009.10.00","7009.10.00"
"AURM111","carro","Metagal Retrovisor","10","90","RFHE21FX","7009.10.00","7009.10.00"
"AURM112","carro","Metagal Retrovisor","10","90","RFME78CR","7009.10.00","7009.10.00"
"AURM113","carro","Metagal Retrovisor","10","90","RFME80CE","7009.10.00","7009.10.00"
"AURM114","carro","Metagal Retrovisor","10","90","RFME79CR","7009.10.00","7009.10.00"
"AURM115","carro","Metagal Retrovisor","10","90","RFME81CE","7009.10.00","7009.10.00"
"AURM116","carro","Metagal Retrovisor","10","90","RFGE22CR","7009.10.00","7009.10.00"
"AURM117","carro","Metagal Retrovisor","10","90","RFGE21CR","7009.10.00","7009.10.00"
"AURM118","carro","Metagal Retrovisor","10","90","RFHE08FX","7009.10.00","7009.10.00"
"AURM119","carro","Metagal Retrovisor","10","90","RFGE71FX","7009.10.00","7009.10.00"
"AURM120","carro","Metagal Retrovisor","10","90","RTUE78FX","7009.10.00","7009.10.00"
"AURM121","carro","Metagal Retrovisor","10","90","RTUE80CR","7009.10.00","7009.10.00"
"AURM122","carro","Metagal Retrovisor","10","90","RTUE81CR","7009.10.00","7009.10.00"
"AURM123","carro","Metagal Retrovisor","10","90","RTUE79FX","7009.10.00","7009.10.00"
"AURM124","carro","Metagal Retrovisor","10","90","RTXE16FX","7009.10.00","7009.10.00"
"AURM125","carro","Metagal Retrovisor","10","90","RTXE14CR","7009.10.00","7009.10.00"
"AURM126","carro","Metagal Retrovisor","10","90","RTXE15FX","7009.10.00","7009.10.00"
"AURM127","carro","Metagal Retrovisor","10","90","RTXE13CR","7009.10.00","7009.10.00"
"AURM128","carro","Metagal Retrovisor","10","90","RTHE18FX","7009.10.00","7009.10.00"
"AURM129","carro","Metagal Retrovisor","10","90","RTHE04CR","7009.10.00","7009.10.00"
"AURM130","carro","Metagal Retrovisor","10","90","RTHE03CR","7009.10.00","7009.10.00"
"AURM131","carro","Metagal Retrovisor","10","90","RTHE17FX","7009.10.00","7009.10.00"
"AURM132","carro","Metagal Retrovisor","10","90","RWNE48CE","7009.10.00","7009.10.00"
"AURM133","carro","Metagal Retrovisor","10","90","RWNE44CR","7009.10.00","7009.10.00"
"AURM134","carro","Metagal Retrovisor","10","90","RWNE14CE","7009.10.00","7009.10.00"
"AURM135","carro","Metagal Retrovisor","10","90","RWNE45CR","7009.10.00","7009.10.00"
"AURM136","carro","Metagal Retrovisor","10","90","RWNE49CE","7009.10.00","7009.10.00"
"AURM137","carro","Metagal Retrovisor","10","90","RWWE08CR","7009.10.00","7009.10.00"
"AURM138","carro","Metagal Retrovisor","10","90","RWWE09CR","7009.10.00","7009.10.00"
"AURM139","carro","Metagal Retrovisor","10","90","RWTE42CR","7009.10.00","7009.10.00"
"AURM140","carro","Metagal Retrovisor","10","90","RWTE46CE","7009.10.00","7009.10.00"
"AURM141","carro","Metagal Retrovisor","10","90","RWTE20CE","7009.10.00","7009.10.00"
"AURM142","carro","Metagal Retrovisor","10","90","RWTE43CR","7009.10.00","7009.10.00"
"AURM143","carro","Metagal Retrovisor","10","90","RWTE47CE","7009.10.00","7009.10.00"
"AURM144","carro","Metagal Retrovisor","10","90","RWXE62CE","7009.10.00","7009.10.00"
"AURM145","carro","Metagal Retrovisor","10","90","RWXE60CR","7009.10.00","7009.10.00"
"AURM146","carro","Metagal Retrovisor","10","90","RWXE59CR","7009.10.00","7009.10.00"
"AURM147","carro","Metagal Retrovisor","10","90","RWXE56CR","7009.10.00","7009.10.00"
"AURM148","carro","Metagal Retrovisor","10","90","RWXE58CE","7009.10.00","7009.10.00"
"AURM149","carro","Metagal Retrovisor","10","90","RWXE55CR","7009.10.00","7009.10.00"
"AURM150","carro","Metagal Retrovisor","10","90","RWXE57CE","7009.10.00","7009.10.00"
"AURM151","carro","Metagal Retrovisor","10","90","RW6E24FX","7009.10.00","7009.10.00"
"AURM152","carro","Metagal Retrovisor","10","90","RW8E84CR","7009.10.00","7009.10.00"
"AURM153","carro","Metagal Retrovisor","10","90","RW6E25FX","7009.10.00","7009.10.00"
"AURM154","carro","Metagal Retrovisor","10","90","RW8E83CR","7009.10.00","7009.10.00"
"AURM155","carro","Metagal Retrovisor","10","90","RWRE82CE","7009.10.00","7009.10.00"
"AURM156","carro","Metagal Retrovisor","10","90","RWRE81CE","7009.10.00","7009.10.00"
"AURM157","carro","Metagal Retrovisor","10","90","RWWE05CE","7009.10.00","7009.10.00"
"AURM158","carro","Metagal Retrovisor","10","90","RWWE04CE","7009.10.00","7009.10.00"
"AURM159","carro","Metagal Retrovisor","10","90","RWYE12CE","7009.10.00","7009.10.00"
"AURM160","carro","Metagal Retrovisor","10","90","RWYE14CE","7009.10.00","7009.10.00"
"AURM161","carro","Metagal Retrovisor","10","90","RWYE13CE","7009.10.00","7009.10.00"
"AURM162","carro","Metagal Retrovisor","10","90","RWYE11CE","7009.10.00","7009.10.00"
"AURM163","carro","Metagal Retrovisor","10","90","RWFE88CR","7009.10.00","7009.10.00"
"AURM164","carro","Metagal Retrovisor","10","90","RWFE89CR","7009.10.00","7009.10.00"
"AURM165","carro","Metagal Retrovisor","10","90","RWFE90FX","7009.10.00","7009.10.00"
"AURM166","carro","Metagal Retrovisor","10","90","RWFE91FX","7009.10.00","7009.10.00"
"AURM167","carro","Metagal Retrovisor","10","90","RWGE24CR","7009.10.00","7009.10.00"
"AURM168","carro","Metagal Retrovisor","10","90","RWGE25CR","7009.10.00","7009.10.00"
"AURM169","carro","Metagal Retrovisor","10","90","RWGE26FX","7009.10.00","7009.10.00"
"AURM170","carro","Metagal Retrovisor","10","90","RWGE27FX","7009.10.00","7009.10.00"
"AURM171","carro","Metagal Retrovisor","10","90","RWJE56CR","7009.10.00","7009.10.00"
"AURM172","carro","Metagal Retrovisor","10","90","RWJE57CR","7009.10.00","7009.10.00"
"AURM173","carro","Metagal Retrovisor","10","90","RWJE55FX","7009.10.00","7009.10.00"
"AURM174","carro","Metagal Retrovisor","10","90","RWJE54FX","7009.10.00","7009.10.00"
"AURM175","carro","Metagal Retrovisor","10","90","RWME20CR","7009.10.00","7009.10.00"
"AURM176","carro","Metagal Retrovisor","10","90","RWME21CR","7009.10.00","7009.10.00"
"AURM177","carro","Metagal Retrovisor","10","90","RWME23CE","7009.10.00","7009.10.00"
"AURM178","carro","Metagal Retrovisor","10","90","RWME22CE","7009.10.00","7009.10.00"
"AURM179","carro","Metagal Retrovisor","10","90","RWME24FX","7009.10.00","7009.10.00"
"AURM180","carro","Metagal Retrovisor","10","90","RWME25FX","7009.10.00","7009.10.00"
"AURM181","carro","Metagal Retrovisor","10","90","RWJE48CR","7009.10.00","7009.10.00"
"AURM182","carro","Metagal Retrovisor","10","90","RWJE49CR","7009.10.00","7009.10.00"
"AURM183","carro","Metagal Retrovisor","10","90","RWSE34CR","7009.10.00","7009.10.00"
"AURM184","carro","Metagal Retrovisor","10","90","RWSE28CE","7009.10.00","7009.10.00"
"AURM185","carro","Metagal Retrovisor","10","90","RWSE33CR","7009.10.00","7009.10.00"
"AURM186","carro","Metagal Retrovisor","10","90","RWUE82CE","7009.10.00","7009.10.00"
"AURM187","carro","Metagal Retrovisor","10","90","RWVE70CR","7009.10.00","7009.10.00"
"AURM188","carro","Metagal Retrovisor","10","90","RWVE76CE","7009.10.00","7009.10.00"
"AURM189","carro","Metagal Retrovisor","10","90","RWVE71CR","7009.10.00","7009.10.00"
"AURM190","carro","Metagal Retrovisor","10","90","RWVE77CE","7009.10.00","7009.10.00"
"AURM191","carro","Metagal Retrovisor","10","90","RWVE74CR","7009.10.00","7009.10.00"
"AURM192","carro","Metagal Retrovisor","10","90","RWVE75CR","7009.10.00","7009.10.00"
"AURM193","carro","Metagal Retrovisor","10","90","RWVE80CE","7009.10.00","7009.10.00"
"AURM194","carro","Metagal Retrovisor","10","90","RWVE81CE","7009.10.00","7009.10.00"
"AURM195","carro","Metagal Retrovisor","10","90","RTWE78CE","7009.10.00","7009.10.00"
"AURM196","carro","Metagal Retrovisor","10","90","RTUE53CR","7009.10.00","7009.10.00"
"AURM197","carro","Metagal Retrovisor","10","90","RTUE51CR","7009.10.00","7009.10.00"
"AURM198","carro","Metagal Retrovisor","10","90","RTUE55CE","7009.10.00","7009.10.00"
"AURM199","carro","Metagal Retrovisor","10","90","RTUE52CR","7009.10.00","7009.10.00"
"AURM200","carro","Metagal Retrovisor","10","90","RTUE54CE","7009.10.00","7009.10.00"
"AURM201","carro","Metagal Retrovisor","10","90","RTUE50FX","7009.10.00","7009.10.00"
"AURM202","carro","Metagal Retrovisor","10","90","RTVE47CE","7009.10.00","7009.10.00"
"AURM203","carro","Metagal Retrovisor","10","90","RTUE49FX","7009.10.00","7009.10.00"
"AURM204","carro","Metagal Retrovisor","10","90","RIHE06CR","7009.10.00","7009.10.00"
"AURM205","carro","Metagal Retrovisor","10","90","RIHE04CE","7009.10.00","7009.10.00"
"AURM206","carro","Metagal Retrovisor","10","90","RIHE05CR","7009.10.00","7009.10.00"
"AURM207","carro","Metagal Retrovisor","10","90","RIHE03CE","7009.10.00","7009.10.00"
"AURM208","carro","Metagal Retrovisor","10","90","RJVE64CE","7009.10.00","7009.10.00"
"AURM209","carro","Metagal Retrovisor","10","90","RIJE04CE","7009.10.00","7009.10.00"
"AURM210","carro","Metagal Retrovisor","10","90","RJVE62CE","7009.10.00","7009.10.00"
"AURM211","carro","Metagal Retrovisor","10","90","RJVE63CE","7009.10.00","7009.10.00"
"AURM212","carro","Metagal Retrovisor","10","90","RJVE65CE","7009.10.00","7009.10.00"
"AURM213","carro","Metagal Retrovisor","10","90","RIJE03CE","7009.10.00","7009.10.00"
"AURM214","carro","Metagal Retrovisor","10","90","RJLE17FXC","7009.10.00","7009.10.00"
"AURM215","carro","Metagal Retrovisor","10","90","RJLE16FXC","7009.10.00","7009.10.00"
"AURM216","carro","Metagal Retrovisor","10","90","RJLE17FX","7009.10.00","7009.10.00"
"AURM217","carro","Metagal Retrovisor","10","90","RJLE16FX","7009.10.00","7009.10.00"
"AURM218","carro","Metagal Retrovisor","10","90","RTNE92CR","7009.10.00","7009.10.00"
"AURM219","carro","Metagal Retrovisor","10","90","RTNE94CE","7009.10.00","7009.10.00"
"AURM220","carro","Metagal Retrovisor","10","90","RTNE91CR","7009.10.00","7009.10.00"
"AURM221","carro","Metagal Retrovisor","10","90","RTNE95CE","7009.10.00","7009.10.00"
"AURM222","carro","Metagal Retrovisor","10","90","RTUE95CE","7009.10.00","7009.10.00"
"AURM223","carro","Metagal Retrovisor","10","90","RTUE90CR","7009.10.00","7009.10.00"
"AURM224","carro","Metagal Retrovisor","10","90","RTUE88CE","7009.10.00","7009.10.00"
"AURM225","carro","Metagal Retrovisor","10","90","RTUE91CR","7009.10.00","7009.10.00"
"AURM226","carro","Metagal Retrovisor","10","90","RTUE89CE","7009.10.00","7009.10.00"
"AURM227","carro","Metagal Retrovisor","10","90","RTWE94CR","7009.10.00","7009.10.00"
"AURM228","carro","Metagal Retrovisor","10","90","RTWE99CR","7009.10.00","7009.10.00"
"AURM229","carro","Metagal Retrovisor","10","90","RTWE95CR","7009.10.00","7009.10.00"
"AURM230","carro","Metagal Retrovisor","10","90","RTWE97CE","7009.10.00","7009.10.00"
"AURM231","carro","Metagal Retrovisor","10","90","RTWE92CE","7009.10.00","7009.10.00"
"AURM232","carro","Metagal Retrovisor","10","90","RTWE93CE","7009.10.00","7009.10.00"
"AURM233","carro","Metagal Retrovisor","10","90","RTRE96CE","7009.10.00","7009.10.00"
"AURM234","carro","Metagal Retrovisor","10","90","RTRE95CE","7009.10.00","7009.10.00"
"AURM235","carro","Metagal Nenhum","10","1","SKU LIVRE","7009.10.00","7009.10.00"
"AURM236","carro","Metagal Retrovisor","10","90","RIWE06CE","7009.10.00","7009.10.00"
"AURM237","carro","Metagal Retrovisor","10","90","RIWE05CE","7009.10.00","7009.10.00"
"AURM238","carro","Metagal Retrovisor","10","90","RFSE72FX","7009.10.00","7009.10.00"
"AURM239","carro","Metagal Retrovisor","10","90","RFSE76CR","7009.10.00","7009.10.00"
"AURM240","carro","Metagal Retrovisor","10","90","RFSE74CR","7009.10.00","7009.10.00"
"AURM241","carro","Metagal Retrovisor","10","90","RFSE73FX","7009.10.00","7009.10.00"
"AURM242","carro","Metagal Retrovisor","10","90","RFSE77CR","7009.10.00","7009.10.00"
"AURM243","carro","Metagal Retrovisor","10","90","RFSE75CR","7009.10.00","7009.10.00"
"AURM244","carro","Metagal Retrovisor","10","90","RKYE52CE","7009.10.00","7009.10.00"
"AURM245","carro","Metagal Retrovisor","10","90","RKYE50CE","7009.10.00","7009.10.00"
"AURM246","carro","Metagal Retrovisor","10","90","RKYE49CE","7009.10.00","7009.10.00"
"AURM247","carro","Metagal Retrovisor","10","90","RKYE51CE","7009.10.00","7009.10.00"
"AURM248","carro","Metagal Retrovisor","10","90","RKYE54CE","7009.10.00","7009.10.00"
"AURM249","carro","Metagal Retrovisor","10","90","RKYE53CE","7009.10.00","7009.10.00"
"AURM250","carro","Metagal Retrovisor","10","90","RWGE54FX","7009.10.00","7009.10.00"
"AURM251","carro","Metagal Retrovisor","10","90","RWGE55FX","7009.10.00","7009.10.00"
"AURM252","carro","Metagal Retrovisor","10","90","RYTE04CE","7009.10.00","7009.10.00"
"AURM253","carro","Metagal Retrovisor","10","90","RYTE05CE","7009.10.00","7009.10.00"
"AURM254","carro","Metagal Retrovisor","10","90","RTYE70CR","7009.10.00","7009.10.00"
"AURM255","carro","Metagal Retrovisor","10","90","RTYE74CE","7009.10.00","7009.10.00"
"AURM256","carro","Metagal Retrovisor","10","90","RTYE69CR","7009.10.00","7009.10.00"
"AURM257","carro","Metagal Retrovisor","10","90","RTYE73CE","7009.10.00","7009.10.00"
"AURM258","carro","Metagal Retrovisor","10","90","RHRE04CE","7009.10.00","7009.10.00"
"AURM259","carro","Metagal Retrovisor","10","90","RHRE03CE","7009.10.00","7009.10.00"
"AURM260","carro","Metagal Retrovisor","10","90","RIFE02CE","7009.10.00","7009.10.00"
"AURM261","carro","Metagal Retrovisor","10","90","RIFE01CE","7009.10.00","7009.10.00"
"AURM262","carro","Metagal Retrovisor","10","90","RFUE06CEC","7009.10.00","7009.10.00"
"AURM263","carro","Metagal Retrovisor","10","90","RFUE07CEC","7009.10.00","7009.10.00"
"AURM264","carro","Metagal Retrovisor","10","90","RFUE11CEC","7009.10.00","7009.10.00"
"AURM265","carro","Metagal Retrovisor","10","90","RFUE10CEC","7009.10.00","7009.10.00"
"AURM266","carro","Metagal Retrovisor","10","90","RFUE04CE","7009.10.00","7009.10.00"
"AURM267","carro","Metagal Retrovisor","10","90","RFUE04FX","7009.10.00","7009.10.00"
"AURM268","carro","Metagal Retrovisor","10","90","RFUE05CE","7009.10.00","7009.10.00"
"AURM269","carro","Metagal Retrovisor","10","90","RFUE05FX","7009.10.00","7009.10.00"
"AURM270","carro","Metagal Retrovisor","10","90","RTWE02CR","7009.10.00","7009.10.00"
"AURM271","carro","Metagal Retrovisor","10","90","RTWE00FX","7009.10.00","7009.10.00"
"AURM272","carro","Metagal Retrovisor","10","90","RTWE01FX","7009.10.00","7009.10.00"
"AURM273","carro","Metagal Retrovisor","10","90","RTWE03CR","7009.10.00","7009.10.00"
"AURM274","carro","Metagal Retrovisor","10","90","RTVE98CR","7009.10.00","7009.10.00"
"AURM275","carro","Metagal Retrovisor","10","90","RTVE96FX","7009.10.00","7009.10.00"
"AURM276","carro","Metagal Retrovisor","10","90","RTVE97FX","7009.10.00","7009.10.00"
"AURM277","carro","Metagal Retrovisor","10","90","RTVE99CR","7009.10.00","7009.10.00"
"AURM278","carro","Metagal Retrovisor","10","90","RTME30CR","7009.10.00","7009.10.00"
"AURM279","carro","Metagal Retrovisor","10","90","RTME31CR","7009.10.00","7009.10.00"
"AURM280","carro","Metagal Retrovisor","10","90","RTME28FX","7009.10.00","7009.10.00"
"AURM281","carro","Metagal Retrovisor","10","90","RTME29FX","7009.10.00","7009.10.00"
"AURM282","carro","Metagal Retrovisor","10","90","RTNE70CR","7009.10.00","7009.10.00"
"AURM283","carro","Metagal Retrovisor","10","90","RTNE69CR","7009.10.00","7009.10.00"
"AURM284","carro","Metagal Retrovisor","10","90","RTNE68FX","7009.10.00","7009.10.00"
"AURM285","carro","Metagal Retrovisor","10","90","RTNE67FX","7009.10.00","7009.10.00"
"AURM286","carro","Metagal Retrovisor","10","90","RTSE00CR","7009.10.00","7009.10.00"
"AURM287","carro","Metagal Retrovisor","10","90","RTRE99CR","7009.10.00","7009.10.00"
"AURM288","carro","Metagal Retrovisor","10","90","RTRE98FX","7009.10.00","7009.10.00"
"AURM289","carro","Metagal Retrovisor","10","90","RTRE97FX","7009.10.00","7009.10.00"
"AURM290","carro","Metagal Retrovisor","10","90","RTDE62CR","7009.10.00","7009.10.00"
"AURM291","carro","Metagal Retrovisor","10","90","RTDE63CR","7009.10.00","7009.10.00"
"AURM292","carro","Metagal Retrovisor","10","90","RTDE60FX","7009.10.00","7009.10.00"
"AURM293","carro","Metagal Retrovisor","10","90","RTDE61FX","7009.10.00","7009.10.00"
"AURM294","carro","Metagal Retrovisor","10","90","RTME36CR","7009.10.00","7009.10.00"
"AURM295","carro","Metagal Retrovisor","10","90","RTME37CR","7009.10.00","7009.10.00"
"AURM296","carro","Metagal Retrovisor","10","90","RTNE78CR","7009.10.00","7009.10.00"
"AURM297","carro","Metagal Retrovisor","10","90","RTNE77CR","7009.10.00","7009.10.00"
"AURM298","carro","Metagal Retrovisor","10","90","RTNE76FX","7009.10.00","7009.10.00"
"AURM299","carro","Metagal Retrovisor","10","90","RTNE75FX","7009.10.00","7009.10.00"
"AURM300","carro","Metagal Retrovisor","10","90","RTSE04CR","7009.10.00","7009.10.00"
"AURM301","carro","Metagal Retrovisor","10","90","RTSE03CR","7009.10.00","7009.10.00"
"AURM302","carro","Metagal Retrovisor","10","90","RTSE58CE","7009.10.00","7009.10.00"
"AURM303","carro","Metagal Retrovisor","10","90","RTSE02FX","7009.10.00","7009.10.00"
"AURM304","carro","Metagal Retrovisor","10","90","RTSE59CE","7009.10.00","7009.10.00"
"AURM305","carro","Metagal Retrovisor","10","90","RTSE01FX","7009.10.00","7009.10.00"
"AURM306","carro","Metagal Retrovisor","10","90","RTEE35CR","7009.10.00","7009.10.00"
"AURM307","carro","Metagal Retrovisor","10","90","RTEE34CR","7009.10.00","7009.10.00"
"AURM308","carro","Metagal Retrovisor","10","90","RTEE39FX","7009.10.00","7009.10.00"
"AURM309","carro","Metagal Retrovisor","10","90","RTHE06FX","7009.10.00","7009.10.00"
"AURM310","carro","Metagal Retrovisor","10","90","RTTE12CR","7009.10.00","7009.10.00"
"AURM311","carro","Metagal Retrovisor","10","90","RTVE08CR","7009.10.00","7009.10.00"
"AURM312","carro","Metagal Retrovisor","10","90","RTVE30CR","7009.10.00","7009.10.00"
"AURM313","carro","Metagal Retrovisor","10","90","RTVE36CR","7009.10.00","7009.10.00"
"AURM314","carro","Metagal Retrovisor","10","90","RTVE28FX","7009.10.00","7009.10.00"
"AURM315","carro","Metagal Retrovisor","10","90","RTVE33CE","7009.10.00","7009.10.00"
"AURM316","carro","Metagal Retrovisor","10","90","RTVE29FX","7009.10.00","7009.10.00"
"AURM317","carro","Metagal Retrovisor","10","90","RTVE32CE","7009.10.00","7009.10.00"
"AURM318","carro","Metagal Retrovisor","10","90","RTVE31CR","7009.10.00","7009.10.00"
"AURM319","carro","Metagal Retrovisor","10","90","RTVE34FX","7009.10.00","7009.10.00"
"AURM320","carro","Metagal Retrovisor","10","90","RTVE39CE","7009.10.00","7009.10.00"
"AURM321","carro","Metagal Retrovisor","10","90","RTVE35FX","7009.10.00","7009.10.00"
"AURM322","carro","Metagal Retrovisor","10","90","RTVE38CE","7009.10.00","7009.10.00"
"AURM323","carro","Metagal Retrovisor","10","90","RTVE37CR","7009.10.00","7009.10.00"
"AURM324","carro","Metagal Retrovisor","10","90","RTVE19CR","7009.10.00","7009.10.00"
"AURM325","carro","Metagal Retrovisor","10","90","RTVE18CR","7009.10.00","7009.10.00"
"AURM326","carro","Metagal Retrovisor","10","90","RTVE20CE","7009.10.00","7009.10.00"
"AURM327","carro","Metagal Retrovisor","10","90","RTVE16FX","7009.10.00","7009.10.00"
"AURM328","carro","Metagal Retrovisor","10","90","RTVE17FX","7009.10.00","7009.10.00"
"AURM329","carro","Metagal Retrovisor","10","90","RTVE21CE","7009.10.00","7009.10.00"
"AURM330","carro","Metagal Retrovisor","10","90","RTVE25CR","7009.10.00","7009.10.00"
"AURM331","carro","Metagal Retrovisor","10","90","RTVE23FX","7009.10.00","7009.10.00"
"AURM332","carro","Metagal Retrovisor","10","90","RTVE24CR","7009.10.00","7009.10.00"
"AURM333","carro","Metagal Retrovisor","10","90","RTVE22FX","7009.10.00","7009.10.00"
"AURM334","carro","Metagal Retrovisor","10","90","RTTE15CE","7009.10.00","7009.10.00"
"AURM335","carro","Metagal Retrovisor","10","90","RTVE11CE","7009.10.00","7009.10.00"
"AURM336","carro","Metagal Retrovisor","10","90","RTTE14CE","7009.10.00","7009.10.00"
"AURM337","carro","Metagal Retrovisor","10","90","RTVE10CE","7009.10.00","7009.10.00"
"AURM338","carro","Metagal Retrovisor","10","90","RTVE09CR","7009.10.00","7009.10.00"
"AURM339","carro","Metagal Retrovisor","10","90","RIWE03CE","7009.10.00","7009.10.00"
"AURM340","carro","Metagal Retrovisor","10","90","RIWE04CE","7009.10.00","7009.10.00"
"AURM341","carro","Metagal Retrovisor","10","90","RWQE74CE","7009.10.00","7009.10.00"
"AURM342","carro","Metagal Retrovisor","10","90","RWNE54CR","7009.10.00","7009.10.00"
"AURM343","carro","Metagal Retrovisor","10","90","RWNE56CE","7009.10.00","7009.10.00"
"AURM344","carro","Metagal Retrovisor","10","90","RWNE55CR","7009.10.00","7009.10.00"
"AURM345","carro","Metagal Retrovisor","10","90","RWNE57CE","7009.10.00","7009.10.00"
"AURM346","carro","Metagal Retrovisor","10","90","RWHE72CEP","7009.10.00","7009.10.00"
"AURM347","carro","Metagal Retrovisor","10","90","RWHE73CEP","7009.10.00","7009.10.00"
"AURM348","carro","Metagal Retrovisor","10","90","RW9E32CR","7009.10.00","7009.10.00"
"AURM349","carro","Metagal Retrovisor","10","90","RW9E31CR","7009.10.00","7009.10.00"
"AURM350","carro","Metagal Retrovisor","10","90","RWHE82CE","7009.10.00","7009.10.00"
"AURM351","carro","Metagal Retrovisor","10","90","RWHE83CE","7009.10.00","7009.10.00"
"AURM352","carro","Metagal Retrovisor","10","90","RFPE02FX","7009.10.00","7009.10.00"
"AURM353","carro","Metagal Retrovisor","10","90","RFPE04CE","7009.10.00","7009.10.00"
"AURM354","carro","Metagal Retrovisor","10","90","RFPE03FX","7009.10.00","7009.10.00"
"AURM355","carro","Metagal Retrovisor","10","90","RFPE05CE","7009.10.00","7009.10.00"
"AURM356","carro","Metagal Retrovisor","10","90","RGWE38FX","7009.10.00","7009.10.00"
"AURM357","carro","Metagal Retrovisor","10","90","RGWE37FX","7009.10.00","7009.10.00"
"AURM358","carro","Metagal Retrovisor","10","90","RWTE56CR","7009.10.00","7009.10.00"
"AURM359","carro","Metagal Retrovisor","10","90","RWTE60CE","7009.10.00","7009.10.00"
"AURM360","carro","Metagal Retrovisor","10","90","RWTE57CR","7009.10.00","7009.10.00"
"AURM361","carro","Metagal Retrovisor","10","90","RWTE61CE","7009.10.00","7009.10.00"
"AURM362","carro","Metagal Retrovisor","10","90","RWVE82CR","7009.10.00","7009.10.00"
"AURM363","carro","Metagal Retrovisor","10","90","RWVE86CE","7009.10.00","7009.10.00"
"AURM364","carro","Metagal Retrovisor","10","90","RWVE83CR","7009.10.00","7009.10.00"
"AURM365","carro","Metagal Retrovisor","10","90","RWVE87CE","7009.10.00","7009.10.00"
"AURM366","carro","Metagal Retrovisor","10","90","RWTE94CR","7009.10.00","7009.10.00"
"AURM367","carro","Metagal Retrovisor","10","90","RWTE95CR","7009.10.00","7009.10.00"
"AURM368","carro","Metagal Retrovisor","10","90","RWTE97CE","7009.10.00","7009.10.00"
"AURM369","carro","Metagal Nenhum","10","1","SKU LIVRE","7009.10.00","7009.10.00"
"AURM370","carro","Metagal Retrovisor","10","90","RGGE06FX","7009.10.00","7009.10.00"
"AURM371","carro","Metagal Retrovisor","10","90","RGGE04CE","7009.10.00","7009.10.00"
"AURM372","carro","Metagal Retrovisor","10","90","RGGE05CE","7009.10.00","7009.10.00"
"AURM373","carro","Metagal Retrovisor","10","90","RGGE07FX","7009.10.00","7009.10.00"
"AURM374","carro","Metagal Retrovisor","10","90","RTXE48CR","7009.10.00","7009.10.00"
"AURM375","carro","Metagal Retrovisor","10","90","RTXE50CE","7009.10.00","7009.10.00"
"AURM376","carro","Metagal Retrovisor","10","90","RTXE47CR","7009.10.00","7009.10.00"
"AURM377","carro","Metagal Retrovisor","10","90","RTXE49CE","7009.10.00","7009.10.00"
"AURM378","carro","Metagal Retrovisor","10","90","RTTE10CE","7009.10.00","7009.10.00"
"AURM379","carro","Metagal Retrovisor","10","90","RTTE09CR","7009.10.00","7009.10.00"
"AURM380","carro","Metagal Retrovisor","10","90","RTVE14CE","7009.10.00","7009.10.00"
"AURM381","carro","Metagal Retrovisor","10","90","RTVE13CR","7009.10.00","7009.10.00"
"AURM382","carro","Metagal Retrovisor","10","90","RTTE08CR","7009.10.00","7009.10.00"
"AURM383","carro","Metagal Retrovisor","10","90","RTVE12CR","7009.10.00","7009.10.00"
"AURM384","carro","Metagal Retrovisor","10","90","RTTE11CE","7009.10.00","7009.10.00"
"AURM385","carro","Metagal Retrovisor","10","90","RTVE15CE","7009.10.00","7009.10.00"
"AURM386","carro","Metagal Retrovisor","10","90","RIWE01CE","7009.10.00","7009.10.00"
"AURM387","carro","Metagal Retrovisor","10","90","RIWE02CE","7009.10.00","7009.10.00"
"AURM388","carro","Metagal Retrovisor","10","90","RTXE26CR","7009.10.00","7009.10.00"
"AURM389","carro","Metagal Retrovisor","10","90","RTXE27CR","7009.10.00","7009.10.00"
"AURM390","carro","Metagal Retrovisor","10","90","RTXE29CE","7009.10.00","7009.10.00"
"AURM391","carro","Metagal Retrovisor","10","90","RTXE30CE","7009.10.00","7009.10.00"
"AURM392","carro","Metagal Retrovisor","10","90","RTXE28CE","7009.10.00","7009.10.00"
"AURM393","carro","Metagal Retrovisor","10","90","RTXE31CE","7009.10.00","7009.10.00"
"AURM394","carro","Metagal Retrovisor","10","90","RIHE02CE","7009.10.00","7009.10.00"
"AURM395","carro","Metagal Retrovisor","10","90","RIHE01CE","7009.10.00","7009.10.00"
"AURM396","carro","Metagal Retrovisor","10","90","RTFE16CR","7009.10.00","7009.10.00"
"AURM397","carro","Metagal Retrovisor","10","90","RTFE15CR","7009.10.00","7009.10.00"
"AURM398","carro","Metagal Retrovisor","10","90","RTME50CR","7009.10.00","7009.10.00"
