sku,vehicletype,desc,brandid,categoryid,codigo_fornecedor,ean,gtin
"AUGE005","carro","Gauss Eletroventilador","25","263","GE1021","8414.59.90","8414.59.90"
"AUGE006","carro","Gauss Eletroventilador","25","263","GE1022","8414.59.90","8414.59.90"
"AUGE007","carro","Gauss Eletroventilador","25","263","GE1023","8414.59.90","8414.59.90"
"AUGE008","carro","Gauss Eletroventilador","25","263","GE1024","8414.59.90","8414.59.90"
"AUGE009","carro","Gauss Eletroventilador","25","263","GE1001","8414.59.90","8414.59.90"
"AUGE010","carro","Gauss Eletroventilador","25","263","GE1002","8414.59.90","8414.59.90"
"AUGE011","carro","Gauss Eletroventilador","25","263","GE1003","8414.59.90","8414.59.90"
"AUGE012","carro","Gauss Eletroventilador","25","263","GE1005","8414.59.90","8414.59.90"
"AUGE013","carro","Gauss Eletroventilador","25","263","GE1006","8414.59.90","8414.59.90"
"AUGE014","carro","Gauss Eletroventilador","25","263","GE1007","8414.59.90","8414.59.90"
"AUGE015","carro","Gauss Eletroventilador","25","263","GE1008","8414.59.90","8414.59.90"
"AUGE016","carro","Gauss Eletroventilador","25","263","GE1009","8414.59.90","8414.59.90"
"AUGE017","carro","Gauss Eletroventilador","25","263","GE1010","8414.59.90","8414.59.90"
"AUGE018","carro","Gauss Eletroventilador","25","263","GE1011","8414.59.90","8414.59.90"
"AUGE019","carro","Gauss Eletroventilador","25","263","GE1014","8414.59.90","8414.59.90"
"AUGE020","carro","Gauss Eletroventilador","25","263","GE1016","8414.59.90","8414.59.90"
"AUGE021","carro","Gauss Eletroventilador","25","263","GE1017","8414.59.90","8414.59.90"
"AUGE022","carro","Gauss Eletroventilador","25","263","GE1018","8414.59.90","8414.59.90"
"AUGE023","carro","Gauss Eletroventilador","25","263","GE1019","8414.59.90","8414.59.90"
"AUGE024","carro","Gauss Eletroventilador","25","263","GE1020","8414.59.90","8414.59.90"
"AUGE025","carro","Gauss Eletroventilador","25","263","GE1025","8414.59.90","8414.59.90"
"AUGE026","carro","Gauss Eletroventilador","25","263","GE1026","8414.59.90","8414.59.90"
"AUGE027","carro","Gauss Eletroventilador","25","263","GE1027","8414.59.90","8414.59.90"
"AUGE028","carro","Gauss Eletroventilador","25","263","GE1028","8414.59.90","8414.59.90"
"AUGE029","carro","Gauss Eletroventilador","25","263","GE1029","8414.59.90","8414.59.90"
"AUGE030","carro","Gauss Eletroventilador","25","263","GE1030","8414.59.90","8414.59.90"
"AUGE031","carro","Gauss Eletroventilador","25","263","GE1031","8414.59.90","8414.59.90"
"AUGE032","carro","Gauss Eletroventilador","25","263","GE1032","8414.59.90","8414.59.90"
"AUGE033","carro","Gauss Eletroventilador","25","263","GE1033","8414.59.90","8414.59.90"
"AUGE034","carro","Gauss Eletroventilador","25","263","GE1034","8414.59.90","8414.59.90"
"AUGE035","carro","Gauss Eletroventilador","25","263","GE1035","8414.59.90","8414.59.90"
"AUGE036","carro","Gauss Eletroventilador","25","263","GE1036","8414.59.90","8414.59.90"
"AUGE037","carro","Gauss Eletroventilador","25","263","GE1037","8414.59.90","8414.59.90"
"AUGE038","carro","Gauss Eletroventilador","25","263","GE1038","8414.59.90","8414.59.90"
"AUGE039","carro","Gauss Eletroventilador","25","263","GE1039","8414.59.90","8414.59.90"
"AUGE040","carro","Gauss Eletroventilador","25","263","GE1040","8414.59.90","8414.59.90"
"AUGE041","carro","Gauss Eletroventilador","25","263","GE1042","8414.59.90","8414.59.90"
