sku,active
AUGT041,sim
AUGT042,sim
AUGT043,sim
AUGT044,sim
AUGT045,sim
AUGT046,sim
AUGT047,sim
AUGT048,sim
AUGV001,sim
AUGV002,sim
AUGV003,sim
AUGV004,sim
AUGV005,sim
AUGV006,sim
AUGV007,sim
AUGV008,sim
AUGV009,sim
AUGV010,sim
AUGV011,sim
AUGV012,sim
AUGV013,sim
AUGV014,sim
AUGV015,sim
AUGV016,sim
AUGV017,sim
AUGV018,sim
AUGV019,sim
AUGV020,sim
AUGV021,sim
AUGV022,sim
AUGV023,sim
AUGV024,sim
AUGV025,sim
AUGV026,sim
AUGV027,sim
AUGV028,sim
AUGV029,sim
AUGV030,sim
AUGV031,sim
AUGV032,sim
AUGV033,sim
AUGV034,sim
AUGV035,sim
AUGV036,sim
AUGV037,sim
AUGV038,sim
AUGV039,sim
AUGV040,sim
AUGV041,sim
AUGV042,sim
AUGV043,sim
AUGV044,sim
AUGV045,sim
AUGV046,sim
AUGV047,sim
AUGV048,sim
AUGV049,sim
AUGV050,sim
AUGV051,sim
AUGV052,sim
AUGV053,sim
AUGV054,sim
AUGV055,sim
AUGV056,sim
AUGV057,sim
AUGV058,sim
AUGV059,sim
AUGV060,sim
AUGV061,sim
AUGZ001,sim
AUGZ002,sim
AUGZ003,sim
AUGZ004,sim
AUGZ005,sim
AUGZ006,sim
AUGZ007,sim
AUGZ008,sim
AUGZ009,sim
AUGZ010,sim
AUGZ011,sim
AUGZ012,sim
AUGZ013,sim
AUGZ014,sim
AUGZ015,sim
AUGZ016,sim
AUGZ017,sim
AUGZ018,sim
AUGZ019,sim
AUGZ020,sim
AUGZ021,sim
AUGZ022,sim
AUGZ023,sim
AUGZ024,sim
AUGZ025,sim
AUGZ026,sim
AUGZ027,sim
AUGZ028,sim
AUGZ029,sim
AUGZ030,sim
AUGZ031,sim
AUGZ032,sim
AUGZ033,sim
AUGZ034,sim
AUGZ035,sim
AUGZ036,sim
AUGZ037,sim
AUGZ038,sim
AUGZ039,sim
AUGZ040,sim
AUGZ041,sim
AUGZ042,sim
AUGZ043,sim
AUGZ044,sim
AUGZ045,sim
AUGZ046,sim
AUGZ047,sim
AUGZ048,sim
AUGZ049,sim
AUGZ050,sim
AUGZ051,sim
AUGZ052,sim
AUGZ053,sim
AUGZ054,sim
AUGZ055,sim
AUGZ056,sim
AUGZ057,sim
AUGZ058,sim
AUGZ059,sim
AUGZ060,sim
AUGZ061,sim
AULA001,sim
AULA002,sim
AULA003,sim
AULA004,sim
AULA005,sim
AULA006,sim
AULA007,sim
AULA008,sim
AULA009,sim
AULA010,sim
AULA011,sim
AULA012,sim
AULA013,sim
AULA014,sim
AULA015,nao
AULA016,nao
AULA017,sim
AULA018,sim
AULA019,sim
AULA020,sim
AULA021,sim
AULA022,sim
AULA023,sim
AULA024,sim
AULA025,sim
AULA026,sim
AULA027,sim
AULA028,sim
AULA029,sim
AULA030,sim
AULA031,sim
AULA032,sim
AULA033,sim
AULA034,sim
AULA035,sim
AULA036,nao
AULA037,sim
AULA038,sim
AULA039,sim
AULA040,sim
AULA041,sim
AULA042,sim
AULA043,sim
AULA044,sim
AULA045,sim
AULA046,sim
AULA047,sim
AULA048,sim
AULA049,nao
AULA050,sim
AULA051,sim
AULA052,sim
AULA053,sim
AULA054,sim
AULA055,sim
AULA056,sim
AULA057,sim
AULA058,sim
AULA059,sim
AULA060,sim
AULA061,sim
AULA062,sim
AULA063,nao
AULA064,sim
AULA065,nao
AULA066,sim
AULA067,sim
AULA068,nao
AULA069,sim
AULA070,nao
AULA071,sim
AULA072,sim
AULA073,sim
AULA074,sim
AULA075,sim
AULA076,sim
AULA077,sim
AULA078,sim
AULA079,sim
AULA080,sim
AULA081,sim
AULA082,sim
AULA083,sim
AULA084,sim
AULA085,sim
AULA086,nao
AULA087,nao
AULA088,nao
AULA089,sim
AULA090,sim
AULA091,sim
AULA092,sim
AULA093,sim
AULA094,nao
AULA095,sim
AULA096,nao
AULA097,sim
AULA098,nao
AULA099,sim
AULA100,sim
AULA101,sim
AULA102,sim
AULA103,sim
AULA104,sim
AULA105,sim
AULA106,sim
AULA107,sim
AULA108,nao
AULA109,nao
AULA110,sim
AULA111,sim
AULA112,sim
AULA113,sim
AULA114,sim
AULA115,sim
AULA116,sim
AULA117,nao
AULA118,nao
AULA119,nao
AULA120,nao
AULA121,nao
AULA122,nao
AULA123,nao
AULA124,sim
AULA125,sim
AULA126,sim
AULA127,sim
AULA128,sim
AULA129,sim
AULA130,sim
AULA131,nao
AULA132,nao
AULA133,nao
AULA134,nao
AULA135,nao
AULA136,nao
AULA137,nao
AULA138,nao
AULA139,nao
AULA140,sim
AULA141,sim
AULA142,sim
AULA143,sim
AULA144,sim
AULA145,sim
AULA146,sim
AULA147,sim
AULA148,sim
AULC001,sim
AULC002,sim
AULC003,sim
AULC004,sim
AULC005,sim
AULC006,sim
AULD001,nao
AULD002,nao
AULD003,nao
AULD004,nao
AULD005,nao
AULD006,nao
AULD007,nao
AULD008,nao
AULD009,nao
AULD010,nao
AULD011,nao
AULD012,nao
AULD013,nao
AULD014,nao
AULD015,nao
AULD016,nao
AULD017,nao
AULD018,nao
AULD019,nao
AULD020,nao
AULF001,nao
AULF002,nao
AULL001,sim
AULL002,sim
AULL003,sim
AULL004,sim
AULL005,nao
AULM001,nao
AULM002,sim
AULM003,sim
AULM004,sim
AULM005,sim
AULM006,sim
AULM007,sim
AULM008,sim
AULM009,sim
AULM010,sim
AULM011,sim
AULM012,sim
AULM013,sim
AULM014,sim
AULM015,sim
AULM016,sim
AULM017,sim
AULM018,sim
AULM019,sim
AULM020,sim
AULM021,sim
AULM022,sim
AULM023,nao
AULM024,nao
AULM025,nao
AULM026,sim
AULM027,sim
AULM028,sim
AULM029,sim
AULM030,sim
AULM031,sim
AULM032,sim
AULM033,sim
AULM034,sim
AULM035,sim
AULM036,sim
AULM037,sim
AULM038,sim
AULM039,sim
AULM040,sim
AULM041,sim
AULM042,sim
AULM043,sim
AULM044,sim
AULM045,sim
AULM046,nao
AULM047,sim
AULM048,sim
AULM049,sim
AULM050,sim
AULM051,sim
AULM052,sim
AULM053,sim
AULM054,sim
AULM055,sim
AULM056,sim
AULM057,nao
AULM058,nao
AULM059,sim
AULM060,sim
AULM061,sim
AULM062,sim
AULM063,sim
AULM064,sim
AULM065,sim
AULM066,sim
AULM067,sim
AULM068,sim
AULM069,sim
AULM070,sim
AULM071,sim
AULM072,nao
AULM073,nao
AULM074,sim
AULM075,sim
AULM076,sim
AULM077,sim
AULM078,sim
AULM079,sim
AULM080,sim
AULM081,sim
AULM082,sim
AULM083,sim
AULM084,sim
AULN001,sim
AULN002,sim
AULN003,sim
AULN004,sim
AULO001,nao
AULO002,nao
AULO003,sim
AULO004,sim
AULO005,sim
AULO006,sim
AULO007,sim
AULO008,sim
AULO009,sim
AULO010,sim
AULO011,sim
AULO012,sim
AULO013,sim
AULO014,sim
AULO015,nao
AULO016,sim
AULO017,sim
AULO018,sim
AULO019,sim
AULO020,sim
AULO021,sim
AULO022,sim
AULO023,sim
AULO024,sim
AULO025,nao
AULO026,sim
AULO027,sim
AULO028,sim
AULO029,sim
AULO030,nao
AULO031,sim
AULO032,sim
AULO033,sim
AULO034,sim
AULO035,sim
AUMV001,nao
AUMV002,sim
AUMV003,nao
AUMV004,sim
AUMV005,nao
AUMV006,nao
AUMV007,sim
AUMV008,sim
AUMV009,sim
AUMV010,sim
AUMV011,sim
AUMV012,sim
AUMV013,sim
AUMV014,nao
AUMV015,sim
AUMV016,sim
AUMV017,sim
AUMV018,sim
AUMV019,nao
AUMV020,sim
AUMW001,nao
AUOL001,nao
AUOL002,nao
AUOL003,nao
AUPA001,nao
AUPA002,nao
AUPA003,nao
AUPA004,nao
AUPA005,nao
AUPA006,sim
AUPA007,sim
AUPA008,sim
AUPA009,sim
AUPA010,sim
AUPA011,sim
AUPA012,sim
AUPA013,sim
AUPA014,sim
AUPA015,sim
AUPA016,sim
AUPA017,sim
AUPA018,sim
AUPA019,nao
AUPA020,sim
AUPA021,sim
AUPA022,sim
AUPA023,sim
AUPA024,sim
AUPA025,sim
AUPA026,sim
AUPA027,sim
AUPA028,sim
AUPA029,sim
AUPA030,sim
AUPA031,sim
AUPA032,sim
AUPA033,sim
AUPA034,sim
AUPA035,sim
AUPA036,sim
AUPA037,sim
AUPA038,sim
AUPA039,sim
AUPA040,sim
AUPA041,sim
AUPA042,sim
AUPA043,sim
AUPA044,sim
AUPA045,sim
AUPA046,sim
AUPA047,sim
AUPA048,sim
AUPA049,sim
AUPA050,sim
AUPA051,sim
AUPA052,sim
AUPA053,sim
AUPA054,sim
AUPA055,sim
AUPA056,sim
AUPA057,sim
AUPA058,sim
AUPA059,sim
AUPA060,sim
AUPA061,sim
AUPA062,sim
AUPA063,sim
AUPA064,sim
AUPA065,sim
AUPA066,sim
AUPA067,sim
AUPA068,sim
AUPA069,sim
AUPA070,sim
AUPA071,sim
AUPA072,sim
AUPA073,sim
AUPA074,sim
AUPA075,sim
AUPA076,sim
AUPA077,sim
AUPA078,sim
AUPA079,nao
AUPA080,sim
AUPA081,sim
AUPA082,sim
AUPA083,sim
AUPA084,sim
AUPA085,sim
AUPA086,sim
AUPA087,sim
AUPA088,sim
AUPA089,sim
AUPA090,sim
AUPA091,sim
AUPA092,sim
AUPA093,sim
AUPA094,sim
AUPA095,sim
AUPA096,sim
AUPA097,sim
AUPA098,sim
AUPA099,sim
AUPA100,sim
AUPA101,sim
AUPA102,sim
AUPA103,sim
AUPA104,sim
AUPA105,sim
AUPB001,sim
AUPB002,sim
AUPB003,sim
AUPB004,sim
AUPB005,sim
AUPB006,sim
AUPB007,sim
AUPB008,sim
AUPB009,sim
AUPB010,sim
AUPB011,sim
AUPB012,sim
AUPB013,sim
AUPB014,sim
AUPB015,sim
AUPB016,sim
AUPB017,sim
AUPB018,sim
AUPB019,sim
AUPB020,sim
AUPB021,sim
AUPB022,nao
AUPB023,sim
AUPB024,sim
AUPB025,sim
AUPB026,sim
AUPB027,sim
AUPB028,sim
AUPB029,sim
AUPB030,sim
AUPB031,sim
AUPB032,sim
AUPB033,sim
AUPB034,sim
AUPB035,sim
AUPB036,sim
AUPB037,nao
AUPB038,nao
AUPB039,sim
AUPB040,sim
AUPB041,sim
AUPB042,sim
AUPB043,sim
AUPB044,nao
AUPB045,sim
AUPB046,nao
AUPB047,nao
AUPB048,sim
AUPB049,sim
AUPB050,sim
AUPB051,sim
AUPB052,sim
AUPB053,sim
AUPB054,sim
AUPB055,sim
AUPB056,sim
AUPB057,sim
AUPB058,nao
AUPB059,sim
AUPB060,nao
AUPB061,sim
AUPB062,sim
AUPB063,sim
AUPB064,sim
AUPB065,sim
AUPB066,nao
AUPB067,sim
AUPB068,sim
AUPB069,sim
AUPB070,sim
AUPB071,sim
AUPB072,sim
AUPB073,sim
AUPB074,sim
AUPB075,sim
AUPB076,sim
AUPB077,sim
AUPB078,sim
AUPB079,nao
AUPB080,nao
AUPB081,sim
AUPB082,sim
AUPB083,sim
AUPB084,sim
AUPB085,sim
AUPB086,sim
AUPB087,sim
AUPB088,sim
AUPB089,sim
AUPB091,nao
AUPB094,sim
AUPB095,sim
AUPB096,nao
AUPC001,nao
AUPC002,nao
AUPC003,nao
AUPC004,nao
AUPC005,sim
AUPC006,sim
AUPC007,nao
AUPC008,nao
AUPC009,nao
AUPC010,sim
AUPC011,nao
AUPC012,nao
AUPC013,nao
AUPC014,nao
AUPC015,nao
AUPC016,nao
AUPC017,sim
AUPC018,sim
AUPC019,sim
AUPC020,sim
AUPC021,nao
AUPC022,nao
AUPC023,nao
AUPC024,sim
AUPC025,nao
AUPC026,nao
AUPC027,nao
AUPC028,nao
AUPC029,sim
AUPC030,sim
AUPC031,nao
AUPC032,nao
AUPC033,sim
AUPC034,sim
AUPC035,nao
AUPC036,nao
AUPC037,sim
AUPC038,sim
AUPC039,nao
AUPC040,nao
AUPC041,nao
AUPC042,sim
AUPC043,nao
AUPC044,nao
AUPC045,nao
AUPC046,nao
AUPC047,sim
AUPC048,sim
AUPC049,sim
AUPC050,sim
AUPC051,nao
AUPC052,sim
AUPC053,nao
AUPC054,nao
AUPC055,sim
AUPC056,nao
AUPC057,nao
AUPC058,nao
AUPC059,nao
AUPC060,nao
AUPC061,sim
AUPC062,sim
AUPC063,sim
AUPC064,sim
AUPC065,sim
AUPC066,sim
AUPC067,sim
AUPC068,nao
AUPC069,sim
AUPC070,nao
AUPC071,nao
AUPC072,nao
AUPC073,nao
AUPC074,nao
AUPC075,nao
AUPC076,nao
AUPC077,nao
AUPC078,nao
AUPC079,sim
AUPC080,sim
AUPC081,sim
AUPC082,nao
AUPC083,sim
AUPC084,sim
AUPC085,nao
AUPC086,sim
AUPC087,sim
AUPC088,sim
AUPC089,sim
AUPC090,sim
AUPC091,sim
AUPC092,sim
AUPC093,nao
AUPC094,sim
AUPC095,sim
AUPC096,sim
AUPC097,sim
AUPC098,nao
AUPC099,sim
AUPC100,sim
AUPC101,nao
AUPC102,nao
AUPC103,nao
AUPC104,sim
AUPC105,sim
AUPC106,nao
AUPC107,sim
AUPC108,sim
AUPC109,sim
AUPC110,sim
AUPC111,nao
AUPC112,nao
AUPC113,sim
AUPC114,sim
AUPC115,sim
AUPC116,nao
AUPC117,sim
AUPC118,sim
AUPC119,sim
AUPC120,sim
AUPC121,sim
AUPC122,sim
AUPC123,sim
AUPC124,nao
AUPC125,sim
AUPC126,sim
AUPC127,sim
AUPC128,sim
AUPC129,sim
AUPD001,sim
AUPD002,sim
AUPD003,sim
AUPD004,sim
AUPD005,sim
AUPD006,nao
AUPD007,sim
AUPD008,sim
AUPD009,sim
AUPD010,nao
AUPD011,nao
AUPD012,sim
AUPD013,sim
AUPD014,sim
AUPD015,sim
AUPD016,sim
AUPD017,sim
AUPD018,sim
AUPD019,sim
AUPD020,sim
AUPD021,sim
AUPD022,sim
AUPD023,sim
AUPD024,sim
AUPD025,sim
AUPD026,sim
AUPD027,sim
AUPD028,sim
AUPD029,sim
AUPD030,sim
AUPD031,sim
AUPD032,sim
AUPD033,sim
AUPD034,sim
AUPD035,sim
AUPD036,nao
AUPD037,nao
AUPD038,sim
AUPD039,sim
AUPD040,sim
AUPD041,sim
AUPD042,sim
AUPD043,sim
AUPD044,sim
AUPD045,sim
AUPD046,sim
AUPD047,sim
AUPD048,sim
AUPD049,sim
AUPD050,sim
AUPD051,sim
AUPD052,sim
AUPD053,sim
AUPD054,sim
AUPD055,sim
AUPD056,sim
AUPD057,sim
AUPD058,sim
AUPD059,nao
AUPD060,sim
AUPD061,sim
AUPD062,sim
AUPD063,sim
AUPD064,sim
AUPD065,sim
AUPD066,nao
AUPD067,sim
AUPD068,sim
AUPD069,sim
AUPD070,sim
AUPD071,sim
AUPD072,sim
AUPD073,sim
AUPD074,sim
AUPD075,sim
AUPD076,sim
AUPD077,sim
AUPD078,sim
AUPD079,sim
AUPD080,sim
AUPD081,sim
AUPD082,sim
AUPD083,sim
AUPD084,sim
AUPD085,sim
AUPD086,sim
AUPD087,sim
AUPD088,sim
AUPD089,sim
AUPD090,sim
AUPD091,sim
AUPD092,sim
AUPD093,sim
AUPD094,sim
AUPD095,sim
AUPD096,sim
AUPD097,sim
AUPD098,sim
AUPF001,nao
AUPF002,nao
AUPI001,nao
AUPI002,nao
AUPI003,nao
AUPI004,nao
AUPI005,nao
AUPI006,nao
AUPI007,nao
AUPI008,nao
AUPI009,nao
AUPI010,nao
AUPI011,nao
AUPI012,nao
AUPL002,nao
AUPL003,sim
AUPL004,sim
AUPL005,sim
AUPL006,sim
AUPL007,nao
AUPL008,sim
AUPL009,sim
AUPL010,sim
AUPL011,sim
AUPL012,sim
AUPL013,sim
AUPL014,sim
AUPL015,nao
AUPL016,nao
AUPL017,nao
AUPL018,nao
AUPL019,nao
AUPL020,nao
AUPL021,nao
AUPL022,nao
AUPL023,nao
AUPL024,nao
AUPL025,sim
AUPL026,sim
AUPL027,sim
AUPL028,sim
AUPL029,sim
AUPL030,sim
AUPL031,sim
AUPL032,sim
AUPL033,sim
AUPL034,nao
AUPL035,nao
AUPL036,nao
AUPL037,nao
AUPL038,nao
AUPL039,nao
AUPL040,nao
AUPL041,nao
AUPL042,nao
AUPL043,nao
AUPL044,nao
AUPL045,nao
AUPM001,nao
AUPM002,sim
AUPM003,nao
AUPM004,nao
AUPM005,nao
AUPM006,sim
AUPM007,sim
AUPM008,sim
AUPM009,sim
AUPM010,sim
AUPM011,sim
AUPM012,sim
AUPM013,sim
AUPM014,sim
AUPM015,sim
AUPM016,sim
AUPM017,sim
AUPM018,nao
AUPM019,nao
AUPM020,sim
AUPM021,sim
AUPM022,sim
AUPM023,sim
AUPM024,sim
AUPM025,sim
AUPM026,sim
AUPM027,sim
AUPM028,sim
AUPM029,sim
AUPM030,sim
AUPM031,sim
AUPM032,sim
AUPM033,sim
AUPM034,sim
AUPM035,sim
AUPM036,sim
AUPM037,sim
AUPM038,sim
AUPM039,sim
AUPM040,sim
AUPM041,sim
AUPM042,sim
AUPM043,sim
AUPO001,sim
AUPO002,sim
AUPO003,sim
AUPO004,sim
AUPO005,sim
AUPO006,sim
AUPO007,sim
AUPO008,nao
AUPO009,nao
AUPO010,sim
AUPO011,sim
AUPO012,nao
AUPO013,sim
AUPO014,sim
AUPO015,sim
AUPO016,sim
AUPO017,sim
AUPO018,sim
AUPO019,nao
AUPO020,sim
AUPO021,sim
AUPO022,sim
AUPO023,sim
AUPO024,nao
AUPO025,sim
AUPO026,sim
AUPO027,sim
AUPO028,sim
AUPO029,sim
AUPO030,sim
AUPO031,sim
AUPO032,sim
AUPO033,sim
AUPO034,sim
AUPO035,sim
AUPO036,sim
AUPO037,sim
AUPO038,sim
AUPO039,sim
AUPO040,sim
AUPO041,sim
AUPO042,sim
AUPO043,sim
AUPO044,sim
AUPO045,sim
AUPO046,sim
AUPO047,sim
AUPO048,sim
AUPO049,sim
AUPO050,sim
AUPO051,sim
AUPO052,nao
AUPO053,sim
AUPO054,sim
AUPO055,sim
AUPO056,sim
AUPO057,sim
AUPO058,sim
AUPO059,sim
AUPO060,sim
AUPO061,nao
AUPO062,sim
AUPO063,sim
AUPO064,sim
AUPO065,sim
AUPO066,sim
AUPO067,sim
AUPO068,sim
AUPO069,sim
AUPO070,sim
AUPO071,sim
AUPO072,sim
AUPO073,sim
AUPO074,sim
AUPO075,sim
AUPO076,sim
AUPO077,sim
AUPO078,nao
AUPO079,sim
AUPO080,sim
AUPO081,sim
AUPO082,sim
AUPO083,sim
AUPO084,sim
AUPO085,sim
AUPO086,sim
AUPO087,sim
AUPO088,sim
AUPO089,sim
AUPO090,sim
AUPO091,sim
AUPO092,sim
AUPO093,sim
AUPO094,sim
AUPO095,nao
AUPO096,sim
AUPO097,sim
AUPO098,sim
AUPO099,nao
AUPO100,nao
AUPO101,sim
AUPO102,sim
AUPO103,sim
AUPO104,sim
AUPO105,sim
AUPO106,sim
AUPO107,sim
AUPO108,sim
AUPO109,sim
AUPO110,sim
AUPO111,sim
AUPO112,sim
AUPR001,sim
AUPR002,sim
AUPR003,sim
AUPR004,sim
AUPR005,sim
AUPR006,sim
AUPR007,sim
AUPR008,sim
AUPR009,sim
AUPR010,sim
AUPR011,sim
AUPR012,sim
AUPR013,sim
AUPR014,sim
AUPR015,sim
AUPR016,sim
AUPR017,sim
AUPR018,sim
AUPR019,sim
AUPR020,sim
AUPR021,sim
AUPR022,sim
AUPR023,sim
AUPR024,sim
AUPR025,sim
AUPR026,sim
AUPR027,sim
AUPR028,sim
AUPR029,sim
AUPR030,sim
AUPR031,sim
AUPR032,sim
AUPR033,sim
AUPR034,sim
AUPR035,sim
AUPR036,sim
AUPR037,sim
AUPR038,sim
AUPR039,sim
AUPR040,sim
AUPR041,sim
AUPR042,sim
AUPR043,sim
AUPR044,sim
AUPR045,sim
AUPR046,sim
AUPR047,sim
AUPR048,sim
AUPR049,sim
AUPR050,sim
AUPR051,sim
AUPR052,sim
AUPR053,sim
AUPR054,sim
AUPR055,sim
AUPR056,sim
AUPR057,sim
AUPR058,sim
AUPR059,sim
AUPR060,sim
AUPR061,sim
AUPR062,sim
AUPR063,sim
AUPR064,sim
AUPR065,sim
AUPR066,sim
AUPR067,sim
AUPR068,sim
AUPR069,sim
AUPR070,sim
AUPR071,sim
AUPR072,sim
AUPR073,sim
AUPR074,sim
AUPR075,sim
AUPR076,sim
AUPR077,sim
AUPR078,sim
AUPR079,sim
AUPR080,sim
AUPR081,sim
AUPR082,sim
AUPR083,sim
AUPR084,sim
AUPR085,sim
AUPR086,sim
AUPR087,sim
AUPR088,sim
AUPR089,sim
AUPR090,sim
AUPR091,sim
AUPR092,sim
AUPR093,sim
AUPR094,sim
AUPR095,sim
AUPR096,sim
AUPR097,sim
AUPR098,sim
AUPR099,sim
AUPR100,sim
AUPR101,sim
AUPR102,sim
AUPR103,sim
AUPR104,sim
AUPR105,sim
AUPR106,sim
AUPR107,sim
AUPR108,sim
AUPR109,sim
AUPR110,sim
AUPR111,sim
AUPR112,sim
AUPR113,sim
AUPR114,sim
AUPR115,sim
AUPR116,sim
AUPR117,sim
AUPR118,sim
AUPR119,sim
AUPR120,sim
AUPR121,sim
AUPR122,sim
AUPR123,sim
AUPR124,sim
AUPR125,sim
AUPR126,sim
AUPR127,sim
AUPR128,sim
AUPR129,sim
AUPR130,sim
AUPR131,sim
AUPR132,sim
AUPR133,sim
AUPR134,sim
AUPR135,sim
AUPR136,sim
AUPR137,sim
AUPR138,nao
AUPR139,sim
AUPR140,sim
AUPR141,sim
AUPR142,sim
AUPR143,sim
AUPR144,sim
AUPR145,sim
AUPR146,sim
AUPR147,sim
AUPR148,sim
AUPR149,sim
AUPR150,sim
AUPR151,sim
AUPR152,sim
AUPR153,sim
AUPR154,sim
AUPR155,sim
AUPR156,sim
AUPR157,sim
AUPR158,sim
AUPR159,sim
AUPR160,sim
AUPR161,sim
AUPR162,sim
AUPR163,sim
AUPR164,sim
AUPR165,sim
AUPR166,sim
AUPR167,nao
AUPR168,sim
AUPR169,sim
AUPR170,sim
AUPR171,sim
AUPR172,sim
AUPR173,sim
AUPR174,sim
AUPR175,sim
AUPR176,sim
AUPR177,sim
AUPR178,sim
AUPR179,sim
AUPR180,sim
AUPR181,sim
AUPR182,sim
AUPR183,sim
AUPR184,sim
AUPR185,sim
AUPR186,sim
AUPR187,sim
AUPR188,sim
AUPR189,sim
AUPR190,sim
AUPR191,sim
AUPR192,sim
AUPR193,sim
AUPR194,sim
AUPR195,sim
AUPR196,sim
AUPR197,sim
AUPR198,sim
AUPR199,sim
AUPR200,sim
AUPR201,sim
AUPR202,sim
AUPR203,sim
AUPR204,sim
AUPR205,sim
AUPR206,sim
AUPR207,sim
AUPR208,sim
AUPR209,sim
AUPR210,sim
AUPR211,sim
AUPR212,sim
AUPR213,sim
AUPR214,sim
AUPR215,sim
AUPR216,sim
AUPR217,sim
AUPR218,sim
AUPR219,sim
AUPR220,sim
AUPR221,sim
AUPR222,sim
AUPR223,sim
AUPR224,sim
AUPR225,sim
AUPR226,sim
AUPR227,sim
AUPR228,sim
AUPR229,sim
AUPR230,sim
AUPR231,sim
AUPR232,sim
AUPR233,sim
AUPR234,sim
AUPR235,sim
AUPR236,sim
AUPR237,sim
AUPR238,sim
AUPR239,sim
AUPR240,sim
AUPR241,sim
AUPR242,sim
AUPR243,sim
AUPR244,sim
AUPR245,sim
AUPR246,sim
AUPR247,sim
AUPR248,sim
AUPR249,sim
AUPR250,sim
AUPR251,sim
AUPR252,sim
AUPR253,sim
AUPR254,sim
AUPR255,sim
AUPR256,sim
AUPR257,sim
AUPR258,sim
AUPR259,sim
AUPR260,sim
AUPR261,sim
AUPR262,sim
AUPR263,sim
AUPR264,sim
AUPR265,sim
AUPR266,sim
AUPR267,sim
AUPR268,sim
AUPR269,sim
AUPR270,sim
AUPR271,sim
AUPR272,sim
AUPR273,sim
AUPR274,sim
AUPR275,sim
AUPR276,sim
AUPR277,sim
AUPR278,sim
AUPR279,sim
AUPR280,sim
AUPR281,sim
AUPR282,sim
AUPR283,sim
AUPR284,sim
AUPR285,sim
AUPR286,sim
AUPR287,sim
AUPR288,sim
AUPR289,sim
AUPR290,sim
AUPR291,sim
AUPR292,sim
AUPR293,sim
AUPR294,sim
AUPR295,sim
AUPR296,sim
AUPR297,sim
AUPR298,sim
AUPR299,sim
AUPR300,sim
AUPR301,sim
AUPR302,sim
AUPR303,sim
AUPR304,sim
AUPR305,sim
AUPR306,sim
AUPR307,sim
AUPR308,sim
AUPR309,sim
AUPR310,sim
AUPR311,sim
AUPR312,sim
AUPR313,sim
AUPR314,sim
AUPR315,sim
AUPR316,sim
AUPR317,sim
AUPR318,sim
AUPR319,sim
AUPR320,sim
AUPR321,sim
AUPR322,sim
AUPR323,sim
AUPR324,sim
AUPR325,sim
AUPR326,sim
AUPR327,sim
AUPR328,sim
AUPR329,sim
AUPR330,sim
AUPR331,nao
AUPR332,sim
AUPR333,sim
AUPR334,sim
AUPR335,sim
AUPR336,sim
AUPR337,sim
AUPR338,sim
AUPR339,sim
AUPR340,sim
AUPR341,sim
AUPR342,sim
AUPR343,sim
AUPR344,sim
AUPR345,sim
AUPR346,sim
AUPR347,sim
AUPR348,sim
AUPR349,sim
AUPR350,sim
AUPR351,sim
AUPR352,sim
AUPR353,sim
AUPR354,sim
AUPR355,sim
AUPR356,sim
AUPR357,sim
AUPR358,sim
AUPR359,sim
AUPR360,sim
AUPR361,sim
AUPR362,sim
AUPR363,sim
AUPR364,sim
AUPR365,sim
AUPR366,sim
AUPR367,sim
AUPR368,sim
AUPR369,sim
AUPR370,sim
AUPR371,sim
AUPR372,sim
AUPR373,sim
AUPR374,sim
AUPR375,sim
AUPR376,sim
AUPR377,sim
AUPR378,sim
AUPR379,sim
AUPR380,sim
AUPR381,sim
AUPR382,sim
AUPR383,sim
AUPR384,sim
AUPR385,sim
AUPR386,sim
AUPR387,sim
AUPR388,sim
AUPR389,sim
AUPR390,sim
AUPR391,sim
AUPR392,sim
AUPR393,sim
AUPR394,sim
AUPR395,sim
AUPR396,sim
AUPR397,sim
AUPR398,sim
AUPR399,sim
AUPR400,sim
AUPR401,sim
AUPR402,sim
AUPR403,sim
AUPR404,sim
AUPR405,sim
AUPR406,sim
AUPR407,sim
AUPR408,sim
AUPR409,sim
AUPR410,sim
AUPR411,sim
AUPR412,sim
AUPR413,sim
AUPR414,sim
AUPR415,sim
AUPR416,sim
AUPR417,sim
AUPR418,sim
AUPR419,sim
AUPR420,sim
AUPR421,sim
AUPR422,sim
AUPR423,sim
AUPR424,sim
AUPR425,sim
AUPR426,sim
AUPR427,sim
AUPR428,sim
AUPR429,sim
AUPR430,sim
AUPR431,sim
AUPR432,sim
AUPR433,sim
AUPR434,sim
AUPR435,nao
AUPR436,sim
AUPR437,sim
AUPR438,sim
AUPR439,sim
AUPR440,sim
AUPR500,sim
AUPR501,sim
AUPR502,sim
AUPR503,sim
AUPR504,sim
AUPR505,sim
AUPR506,sim
AUPR507,sim
AUPR508,sim
AUPR509,sim
AUPR510,sim
AUPR511,sim
AUPR512,sim
AUPR513,sim
AUPR514,sim
AUPR515,sim
AUPR516,sim
AUPR517,sim
AUPR518,sim
AUPR519,sim
AUPR520,sim
AUPR521,sim
AUPR522,sim
AUPR523,sim
AUPR524,sim
AUPR525,sim
AUPR526,sim
AUPR527,sim
AUPR528,sim
AUPR529,sim
AUPR530,sim
AUPR531,sim
AUPR532,sim
AUPR533,sim
AUPR534,sim
AUPR535,sim
AUPR536,sim
AUPR537,sim
AUPR538,sim
AUPR539,sim
AUPR540,sim
AUPR541,sim
AUPR542,sim
AUPR543,sim
AUPR544,sim
AUPR545,sim
